;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
67;Leadale no Daichi nite;https://myanimelist.net/anime/48239/Leadale_no_Daichi_nite;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;World of Leadale;リアデイルの大地にて;TV;12;Finished Airing;Jan 5, 2022 to Mar 23, 2022;['Crunchyroll', 'Kadokawa Media House', 'Sun TV', 'Kadokawa', 'Bandai Namco Arts', 'Kanade Creative'];None found, add some;Maho Film;Light novel;['Adventure', 'Fantasy'];['Isekai', 'Reincarnation'];23 min. per ep.;PG-13 - Teens 13 or older;6.94;#4338;#1466;139,155;783;;['Crunchyroll', 'Aniplus TV', '', '', ''];"The previously bedridden Keina Kagami finds herself in the world of her favorite VRMMORPG—titled Leadale—after the life support keeping her alive fails. Reincarnated in the body of her high-level character, ""Cayna,"" she notices that the world of Leadale is different from what she remembers playing.  As she comes to learn, two hundred years have passed since she last interacted with the world. However, this does not sadden Cayna—as it means that a new journey awaits her, filled with exciting prospects and unfamiliar faces all waiting to be discovered.  [Written by MAL Rewrite]";Winter 2022;Wednesdays at 23:30 (JST);;
68;Mushoku Tensei II: Isekai Ittara Honki Dasu;https://myanimelist.net/anime/51179/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Jobless Reincarnation: I Will Seriously Try If I Go To Another World, Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season;無職転生 II ～異世界行ったら本気だす～;TV;Unknown;Not yet aired;2023 to ?;['None found', 'add some'];None found, add some;Studio Bind;Light novel;['Drama', 'Fantasy', 'Ecchi'];['Isekai', 'Reincarnation'];Unknown;R - 17+ (violence & profanity);N/A;N/A;#1470;138,734;1,101;;[];Second season of Mushoku Tensei: Isekai Ittara Honki Dasu.;?;Unknown;;
69;Hunter x Hunter: Greed Island Final;https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Hunter x Hunter: G I Final, Hunter x Hunter OVA 3;HUNTER×HUNTER G・I Final;OVA;14;Finished Airing;Mar 3, 2004 to Aug 18, 2004;['None found', 'add some'];None found, add some;Nippon Animation;Manga;['Action', 'Adventure', 'Fantasy'];;24 min. per ep.;PG-13 - Teens 13 or older;8.26;#289;#1477;137,490;233;Shounen;[];Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.;;;;
70;Ged Senki;https://myanimelist.net/anime/1829/Ged_Senki;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Gedo Senki, Tales of Ged, Ged's War Chronicles;ゲド戦記;Movie;1;Finished Airing;Jul 29, 2006;['Toho'];Disney Platform Distribution;Studio Ghibli;Novel;['Adventure', 'Fantasy'];;1 hr. 55 min.;PG-13 - Teens 13 or older;6.84;#4826;#1478;137,390;263;;['Netflix'];Calamities are plaguing the land of Earthsea and dragons have been seen fighting above the clouds—something which has never happened before. Sparrowhawk, a powerful Archmage, sets out to uncover the mystery behind these concerning events and meets Prince Arren along the way. Arren is the fugitive heir to the Kingdom of Enlad and a seemingly quiet and distressed lad. Wandering aimlessly in an attempt to escape the dark presence haunting him, he decides to tag along Sparrowhawk on his journey.  However, their arrival in the seaside settlement of Hort Town is met with unexpected trouble—Lord Cob, a powerful evil wizard obsessed with eternal life, stands in their way. Forced to confront him, the pair joins forces with Tenar—an old friend of Sparrowhawk—and Therru, the ill-fated orphan girl she took in. But the enemy's cunning hobby of manipulating emotions may just prove to be catastrophic for the young prince.  Set in a magical world, Ged Senki goes beyond the classical battle between the forces of good and evil, as it explores the inner battles of the heart.  [Written by MAL Rewrite];;;;
71;Pokemon Diamond & Pearl;https://myanimelist.net/anime/1565/Pokemon_Diamond___Pearl;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Pocket Monsters: Diamond & Pearl, Diamond and Pearl, DP: Battle Dimension, DP: Galactic Battles, DP: Sinnoh League Victors;ポケットモンスター ダイヤモンド&パール;TV;191;Finished Airing;Sep 28, 2006 to Sep 9, 2010;['TV Tokyo', 'Shogakukan-Shueisha Productions', 'SoftX', 'Nintendo', 'Studio Jack'];VIZ Media, The Pokemon Company International;OLM;Game;['Action', 'Adventure', 'Comedy', 'Fantasy'];;23 min. per ep.;PG - Children;7.26;#2765;#1479;137,383;481;Kids;[];Following the end of Satoshi's Hoenn journey, he travels to the Sinnoh region for his next adventure en route to becoming a Pokémon Master. Immediately upon arrival, Team Rocket makes another attempt to snatch Pikachu, only for it to fail once again. However, Pikachu has fallen deep into a forest and it's up to Satoshi to find him! Along the way, he reunites with Takeshi—a Pokémon breeder with whom he has traveled through many regions—and meets his soon-to-be rival, Shinji, a power-hungry trainer who cares little for his Pokémons' feelings.  Still in search for Pikachu, Satoshi notices a powerful electric attack in the distance and heads toward it to find Pikachu with Team Rocket and Hikari—a novice trainer aiming to be the top Pokémon coordinator. After foiling Team Rocket's plans, Satoshi reunites with Pikachu and Hikari joins the group. And thus, Ash and his friends begin their journey through the exciting land of Sinnoh.  [Written by MAL Rewrite];Fall 2006;Thursdays at 19:00 (JST);;
72;Kuma Kuma Kuma Bear;https://myanimelist.net/anime/40974/Kuma_Kuma_Kuma_Bear;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;The Bears Bear a Bare Kuma;くま クマ 熊 ベアー;TV;12;Finished Airing;Oct 7, 2020 to Dec 23, 2020;['Nippon Columbia', 'Crest'];Funimation;EMT Squared;Light novel;['Adventure', 'Comedy', 'Fantasy'];;23 min. per ep.;PG-13 - Teens 13 or older;7.22;#2965;#1480;137,330;810;;['Crunchyroll', 'Funimation'];"After fanatically playing the VRMMO World Fantasy Online for almost a year, the shut-in yet relatively affluent fifteen-year-old Yuna receives a bear costume from the game's administrators. The outfit, while somewhat embarrassing to wear, turns out to have overpowered stats and effects that make her character significantly more powerful. After accepting the bear equipment, she finds herself transported to another in-game world that prevents her from returning to reality.  Confused and unable to log out, Yuna sets out to explore this new environment. She rescues a girl named Fina from wild wolves, who then guides her to the city of Crimonia. With her eccentric bear attire, however, Yuna stands out wherever she goes, and alongside her boosted fighting prowess, her reputation quickly rises—to the point that people give her the nickname ""Bloody Bear.""  Undeterred by this change in her life, Yuna decides to take on the role of an adventurer and fully enjoy herself in her new world.  [Written by MAL Rewrite]";Fall 2020;Wednesdays at 21:00 (JST);Isekai;
73;Ryuu to Sobakasu no Hime;https://myanimelist.net/anime/44807/Ryuu_to_Sobakasu_no_Hime;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Ryuusoba;竜とそばかすの姫;Movie;1;Finished Airing;Jul 16, 2021;['None found', 'add some'];GKIDS;Studio Chizu;Original;['Drama', 'Fantasy'];;2 hr. 2 min.;PG-13 - Teens 13 or older;7.54;#1609;#1484;137,086;1,480;;[];"""U"" is a popular social media platform where people can create a virtual persona and start a new life. Among its five billion users, one newcomer is quickly gaining attention: Belle, a beautiful singer whose alluring melodies slowly capture the hearts of the masses. But in this space where everyone hides behind an avatar, curiosity arises over who the mysterious girl truly is.  Suzu Naito—a shy girl from the countryside—can no longer sing following past trauma, all her efforts resulting in breakdowns and illness. However, when Suzu joins U, she is once again able to project her voice. Under the alias ""Belle,"" her vocals soon go viral, receiving both love and hatred. Meanwhile, rumors spread of a chaotic beast within U, known only as ""The Dragon."" After a chance meeting during her concert, Belle finds he is not as evil as the stories suggest. Now, both online and in the real world, Suzu has to face the struggles of identity, fame, and opening one's heart.  [Written by MAL Rewrite]";;;Music;
74;Mahou Sensei Negima!;https://myanimelist.net/anime/157/Mahou_Sensei_Negima;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Magister Negi Magi;魔法先生 ネギま！;TV;26;Finished Airing;Jan 6, 2005 to Jun 30, 2005;['Starchild Records'];Funimation, Sentai Filmworks;Xebec;Manga;['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi'];['Harem', 'School', 'Super Power'];23 min. per ep.;PG-13 - Teens 13 or older;6.94;#4341;#1488;136,725;489;Shounen;['HIDIVE'];10-year-old Negi Springfield is a wizard-in-training, and needs only to pass one more test in order to become a Master Wizard. Unfortunately, his final task is a bizarre one—to become a English teacher at an all-females boarding school. As soon as he arrives, he completely embarrasses one of his students, Asuna Kagurazaka, and replaces the teacher she loves, which garners her hatred. To make matters worse, Asuna learns that Negi is a wizard, and promises to tell unless he helps her out. But unfortunately, circumstances force them to work together to do many things, from fighting evil wizards to helping the class pass their final exam, with a lot of humor, magic, and romances thrown in.  (Source: ANN, edited);Winter 2005;Thursdays at 01:00 (JST);;
75;Arslan Senki (TV): Fuujin Ranbu;https://myanimelist.net/anime/31821/Arslan_Senki_TV__Fuujin_Ranbu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;アルスラーン戦記 風塵乱舞;TV;8;Finished Airing;Jul 3, 2016 to Aug 21, 2016;['Mainichi Broadcasting System', 'Magic Capsule', 'Ultra Super Pictures', 'Graphinica', 'NBCUniversal Entertainment Japan'];Funimation;LIDENFILMS;Manga;['Action', 'Adventure', 'Drama', 'Fantasy'];['Historical', 'Military'];24 min. per ep.;PG-13 - Teens 13 or older;7.50;#1726;#1490;136,558;190;Shounen;['Netflix', 'Shahid'];Continuing on his quest to retake Ecbatana, Prince Arslan and his company march toward the city. But upon receiving news that the neighboring Kingdom of Turan is launching an assault on the Parsian stronghold at Peshawar Citadel, the prince is forced to turn back in order to defend the fortress. Amid holding off the invading forces, the Parsian army is met by an unexpected visitor.  As Arslan returns to Peshawar, Prince Hermes takes a slight detour from his clash against his cousin to search for the legendary sword Rukhnabad, which would grant him the right to rule and take back what he believes is rightfully his. However, after unearthing the lost artifact, the blade is stolen by the Temple Knights of Lusitania, prompting the masked warrior to give chase. Meanwhile in Ecbatana, the captive King Andragoras III finds an opportunity to strike and begins to make his move.  As the separate sides of the Parsian royal conflict clash, Arslan's right to the throne falls under attack. But no matter the obstacles in their way, the young prince and his loyal band of warriors charge forward to restore Pars to its former glory.  [Written by MAL Rewrite];Summer 2016;Sundays at 17:00 (JST);;
76;Tsuki to Laika to Nosferatu;https://myanimelist.net/anime/48471/Tsuki_to_Laika_to_Nosferatu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Moon, Laika, and the Bloodsucking Princess;月とライカと吸血姫;TV;12;Finished Airing;Oct 4, 2021 to Dec 20, 2021;['Shogakukan', 'BS Japan', 'Bandai Namco Arts', 'ADK Marketing Solutions'];Funimation;Arvo Animation;Light novel;['Fantasy', 'Sci-Fi'];['Historical', 'Military', 'Space', 'Vampire'];23 min. per ep.;PG-13 - Teens 13 or older;7.31;#2494;#1491;136,270;685;;['Crunchyroll'];"On November 23, 1957, the whole world witnessed the Federal Republic of Zirnitra's monumental achievement of sending the first live animal—a dog—to outer space. Since then, the space race between the confederacy and its competitor, the United Kingdom of Arnack, has intensified; the two countries hope to one day send humans to the cosmos above.  As a dog's biology is inherently different from a human's anatomy, there is no way to perfectly identify the risks involving space travel and its effects on an individual's body without actually sending someone for observation. However, Zirnitra's government has a potential solution: to experiment on vampires, whose biological similarity to humans is too significant to ignore.  Despite being forcibly taken from her home in the mountains, vampire Irina Luminesk shows no resistance and is even willing to train as a test subject. Lev Leps, a former top candidate to become the first human cosmonaut, is designated to accompany Irina and act as her guide. Through their time together, Irina and Lev begin to develop a mutual love for outer space, bringing them closer together.  [Written by MAL Rewrite]";Fall 2021;Sundays at 01:35 (JST);;
77;Fate/kaleid liner Prisma☆Illya 2wei Herz!;https://myanimelist.net/anime/27525/Fate_kaleid_liner_Prisma%E2%98%86Illya_2wei_Herz;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Prisma Illya 2wei! Herz;Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！;TV;10;Finished Airing;Jul 25, 2015 to Sep 26, 2015;['Lantis', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'Tokyo MX', 'Kadokawa Media House'];Sentai Filmworks;SILVER LINK.;Manga;['Action', 'Comedy', 'Fantasy', 'Slice of Life'];;23 min. per ep.;PG-13 - Teens 13 or older;7.18;#3198;#1493;135,995;248;;['Crunchyroll', 'HIDIVE'];Based on the Fate/Kaleid Liner Prisma☆Illya 2wei! manga by Hiroshi Hiroyama, which is a spin-off of the Fate/stay night erotic visual novel by Type-Moon.;Summer 2015;Saturdays at 01:40 (JST);Mahou Shoujo;
78;Ima, Soko ni Iru Boku;https://myanimelist.net/anime/160/Ima_Soko_ni_Iru_Boku;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Ima, Soko ni Iru Boku;今、そこにいる僕;TV;13;Finished Airing;Oct 14, 1999 to Jan 20, 2000;['Victor Entertainment', 'Pioneer LDC', 'Rakuonsha'];ADV Films, Central Park Media;AIC;Original;['Adventure', 'Drama', 'Fantasy', 'Sci-Fi'];['Isekai', 'Military'];24 min. per ep.;R - 17+ (violence & profanity);7.61;#1379;#1494;135,938;1,134;;[];"Shuuzou ""Shuu"" Matsutani lives his ordinary life in peace. He has friends, a crush, and a passion for kendo. Dejected after losing to his kendo rival, Shuu climbs a smokestack to watch the sunset where he finds Lala-Ru, a quiet, blue-haired girl wearing a strange pendant. Shuu attempts to befriend her, despite her uninterested, bland responses.  However, his hopes are crushed when a woman, accompanied by two serpentine machines, appear out of thin air with one goal in mind: capture Lala-Ru. Shuu, bull-headed as he is, tries to save his new friend from her kidnappers and is transported to a desert world, unlike anything he has ever seen before. Yet, despite the circumstances, Shuu only thinks of saving Lala-Ru, until he is thoroughly beaten up by some soldiers. As he soon finds out, Lala-Ru can manipulate water and her pendant is the source from which she is able to bring forth the liquid, a scarce commodity in his new environment. But now, the pendant is lost, and Shuu is the prime suspect.  Ima, Soko ni Iru Boku is the haunting story of a dystopian world, and of Shuu, who has to endure torture, hunger, and the horrors of war in order to save the lonely girl he found sitting atop a smokestack.  [Written by MAL Rewrite]";Fall 1999;Thursdays at 19:00 (JST);;
79;Slayers;https://myanimelist.net/anime/534/Slayers;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;The Slayers, Slayers TV;スレイヤーズ;TV;26;Finished Airing;Apr 7, 1995 to Sep 29, 1995;['J.C.Staff', 'TV Tokyo', 'SoftX', 'TV Tokyo Music'];Funimation, Central Park Media, Enoki Films;E&G Films;Light novel;['Adventure', 'Comedy', 'Fantasy'];;22 min. per ep.;PG-13 - Teens 13 or older;7.73;#1066;#1495;135,668;1,947;;['Funimation'];Powerful, avaricious sorceress Lina Inverse travels around the world, stealing treasures from bandits who cross her path. Her latest victims, a band of thieves, wait in ambush in a forest, thirsting for revenge. When Lina is about to effortlessly pummel her would-be attackers, the swordsman Gourry Gabriev suddenly announces his presence. Assuming Lina to be a damsel in distress, the foolish yet magnanimous man confronts the brigands in order to rescue her. After defeating them posthaste, the oblivious cavalier decides to escort Lina to Atlas City. Though not very keen on this idea, she ends up accepting his offer.  However, without realizing it, Lina has chanced upon a mighty magical item among her most recent spoils. Now two mysterious men are hunting the young magician and her self-proclaimed guardian to obtain this powerful object for apparently nefarious purposes. This way they begin their adventure, one where the fate of the world itself may be at stake.  [Written by MAL Rewrite];Spring 1995;Fridays at 18:30 (JST);Mythology;
80;Mahoutsukai Reimeiki;https://myanimelist.net/anime/48842/Mahoutsukai_Reimeiki;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;魔法使い黎明期;TV;12;Finished Airing;Apr 8, 2022 to Jul 1, 2022;['TBS', 'Kodansha', 'NBCUniversal Entertainment Japan', 'BS11', 'Nichion', 'NichiNare', 'DMM pictures', 'Bit grooove promotion'];Crunchyroll;Tezuka Productions;Light novel;['Action', 'Adventure', 'Comedy', 'Fantasy'];;24 min. per ep.;PG-13 - Teens 13 or older;6.39;#7288;#1498;135,334;727;;['Crunchyroll', 'Aniplus TV', '', '', '', ''];"Although he attends the Royal Magic Academy in the Kingdom of Wenias, Sable has the worst grades in the entire school. As he has no memories of his time before attending the institution, when Headmaster Albus tasks him with a special training regimen in the south, Sable eagerly accepts it. Alongside the Dawn Witch, Roux Cristasse; Holt, a human girl with antlers; and Kudd, a lizard Beastfallen, Sable must establish a village of witches in a region where anti-witch sentiment remains strong.  During their journey, the quartet avoids former members of the Dia Ignis Arbiters—a group of witch hunters notorious for murdering witches and civilians alike. Five years ago, their organization was disbanded and given amnesty with the end of the war between the Church and witches, but their members still linger and are ready to capture any mages they come across.  Thankfully, with Roux's Staff of Ludens, the ""witch-eater,"" and Sable's unlimited supply of magic, the group may be able to accomplish their mission for Albus. If not, Sable's memories of magic and the academy will be taken away, and he will be left with nothing to guide him to the silver-haired mage who first rescued him.  [Written by MAL Rewrite]";Spring 2022;Fridays at 01:58 (JST);Anthropomorphic;
81;Wonder Egg Priority: Watashi no Priority;https://myanimelist.net/anime/48614/Wonder_Egg_Priority__Watashi_no_Priority;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Wonder Egg Priority Tokubetsu-hen., Wonder Egg Priority episode 13, Wonder Egg Priority Special;ワンダーエッグ・プライオリティ 私のプライオリティ;Special;1;Finished Airing;Jun 30, 2021;['Aniplex'];Funimation;CloverWorks;Original;['Drama', 'Fantasy'];;46 min.;R - 17+ (violence & profanity);5.11;#12816;#1499;135,311;431;;['Funimation'];"Ai Ooto is finally at the cusp of unraveling the mystery behind her best friend's suicide. After stepping into the strange dreamlike world of the Wonder Egg and sparing people from their adversities, she reaches her end goal of resurrecting her friend from death. Yet, now with her friend alive, Ai is confused and hurt after realizing that she does not remember her anymore.  She is not the only one who has been alienated by the person she saved. In fact, the other girls caught up in the affairs also face the same repercussions for bringing someone back to life. As they try to grasp their new reality, the girls come to terms with the trauma from their ""mission"" and question whether they should dive back into the Wonder Egg to uncover the truth behind everything.  [Written by MAL Rewrite]";;;Psychological;
82;Tenshi no Tamago;https://myanimelist.net/anime/885/Tenshi_no_Tamago;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;天使のたまご;OVA;1;Finished Airing;Dec 22, 1985;['Tokuma Shoten'];Anchor Bay Films;Studio Deen;Original;['Avant Garde', 'Drama', 'Fantasy'];;1 hr. 11 min.;PG-13 - Teens 13 or older;7.71;#1142;#1502;135,110;3,026;;[];The surrealist world of Tenshi no Tamago is desolate and devoid of the bustle of traditional everyday life. Instead, the world is filled with ominous phenomena, including floating orbs populated with statues of goddesses, gargantuan army tanks that seem to move unmanned, armies of fishermen who chase after the shadows of nonexistent fish, and caverns solely decorated with glass vessels of water.  In this run-down world, a young girl takes care of a large egg and scavenges for food and drink. She encounters a mysterious man with a cross over his shoulder, who soon becomes curious about who she is and what her egg contains. They decide to explore the lost and broken landscape together, questioning each other about the nature of faith, the purpose of the world, and the origins of their lives.  [Written by MAL Rewrite];;;;
83;Trinity Seven: Nanatsu no Taizai to Nana Madoushi;https://myanimelist.net/anime/28285/Trinity_Seven__Nanatsu_no_Taizai_to_Nana_Madoushi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Trinity Seven (2015);トリニティセブン 七つの大罪と七魔道士;OVA;1;Finished Airing;Mar 25, 2015;['Avex Pictures'];None found, add some;Seven Arcs Pictures;Manga;['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi'];['Harem', 'School'];26 min.;PG-13 - Teens 13 or older;7.35;#2336;#1503;134,309;124;Shounen;[];Arata is set to be expelled! The only way to save himself is to be taught more about the magic archives from the Trinity Seven themselves.;;;;
84;Valkyrie Drive: Mermaid;https://myanimelist.net/anime/30385/Valkyrie_Drive__Mermaid;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ヴァルキリードライヴ　マーメイド;TV;12;Finished Airing;Oct 10, 2015 to Dec 26, 2015;['Genco'];Funimation;Arms;Original;['Action', 'Fantasy', 'Girls Love', 'Ecchi'];;24 min. per ep.;R+ - Mild Nudity;6.05;#9201;#1504;134,125;421;;['Funimation'];"Naïve 16-year-old Mamori Tokonome is accustomed to being teased at school for having an unfortunate surname that can also be read as ""virgin."" However, young Mamori will soon have to get used to being teased in other ways...  Kidnapped during gym class, Mamori wakes up only to find herself stranded and under attack on the exotic island of Mermaid. Luckily, enigmatic fellow castaway Mirei Shikishima knows exactly how to take the lead—through a passionate kiss, Mirei unleashes Mamori's Exter transformation abilities, turning the innocent red-head into a battle-ready cutlass through the power of arousal.  The duo will need to tap into that power as Mermaid Island is full of potential friends and foes: Charlotte, the sadistic Liberator of an Exter harem; the gluttonous and crafty Meifon; the mysterious but charismatic Akira Hiiragi; and the erotic biker duo Lady Lady. Mamori and Mirei's powerful and intimate embrace is the only way for the pair to ensure their survival on this scandalous island.  [Written by MAL Rewrite]";Fall 2015;Saturdays at 23:30 (JST);;
85;Mushishi: Hihamukage;https://myanimelist.net/anime/21329/Mushishi__Hihamukage;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Mushi-shi Tokubetsu-hen: Hihamu Kage, Mushishi Special: Hihamukage;蟲師 特別篇「日蝕む翳」;Special;1;Finished Airing;Jan 4, 2014;['Aniplex', 'Kodansha', 'Delfi Sound'];None found, add some;Artland;Manga;['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural'];['Historical', 'Iyashikei'];45 min.;PG-13 - Teens 13 or older;8.54;#105;#1526;131,494;182;Seinen;['Crunchyroll'];The entire countryside comes to a halt midday to witness a rare solar eclipse that is rumored to allow the average person to see Mushi. Unable to avert their gaze, the air is full of awe and wonder—but those who know the Mushi are preparing for the eclipse's aftermath.  Based on a prediction from Tanyuu Karibusa, the cursed recorder, Mushishi Ginko finds himself in a very unlucky farming village. Immediately following the solar eclipse, a strange black cloud begins to gather in the sky and blocks the sun once more. Suspecting it to be the work of a Mushi known as Hihami, Ginko seeks to liberate the village from perpetual darkness. However, it seems that not all of the villagers are eager to return to the light.  [Written by MAL Rewrite];;;;
86;Shichisei no Subaru;https://myanimelist.net/anime/36316/Shichisei_no_Subaru;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;七星のスバル;TV;12;Finished Airing;Jul 6, 2018 to Sep 21, 2018;['TBS', 'SUPA LOVE'];Sentai Filmworks;Lerche;Light novel;['Action', 'Drama', 'Fantasy'];;24 min. per ep.;PG-13 - Teens 13 or older;6.11;#8885;#1530;131,114;212;;[];Asahi's life in reality ended simultaneously when she died playing Union, a world-renowned online RPG. The members of Subaru went separate ways when Union shut down due to Asahi's death. Six years later, Haruto logs onto a renewed version of Re'Union and reunites with Asahi who had died. Is it really her or just an electronic ghost? The former team members reunite and enter the mysterious and deadly online game to find out.  (Source: TBS Global Business);Summer 2018;Fridays at 01:58 (JST);Video Game;
87;Mirai no Mirai;https://myanimelist.net/anime/36936/Mirai_no_Mirai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Mirai of the Future;未来のミライ;Movie;1;Finished Airing;Jul 20, 2018;['Toho', 'NTT Docomo', 'Nippon Television Network', 'Kadokawa', 'D.N. Dream Partners', 'Sonilude'];NYAV Post, GKIDS;Studio Chizu;Original;['Adventure', 'Drama', 'Fantasy'];;1 hr. 38 min.;G - All Ages;7.28;#2653;#1536;130,611;335;;['Netflix'];"In a quiet corner of the city, four-year-old Kun Oota has lived a spoiled life as an only child with his parents and the family dog, Yukko. But when his new baby sister Mirai is brought home, his simple life is thrown upside-down; suddenly, it isn't all about him anymore. Despite his tantrums and nagging, Mirai is seemingly now the subject of all his parents' love.  To help him adapt to this drastic change, Kun is taken on an extraordinary journey through time, meeting his family's past, present, and future selves, as he learns not only what it means to be a part of a family, but also what it means to be an older brother.  [Written by MAL Rewrite]";;;Time Travel;
88;Pokemon XY&Z;https://myanimelist.net/anime/31592/Pokemon_XY_Z;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Pocket Monsters XY&Z, Pokémon XY&Z;ポケットモンスターXY&Z;TV;47;Finished Airing;Oct 29, 2015 to Oct 27, 2016;['None found', 'add some'];The Pokemon Company International;OLM;Game;['Action', 'Adventure', 'Comedy', 'Fantasy'];;23 min. per ep.;PG - Children;7.71;#1139;#1538;130,381;976;Kids;[];The journey of Satoshi and his friends through the Kalos region continues! After Satoshi obtains his seventh gym badge, the group is moving toward the next town when Eureka discovers a mysterious Pokémon resting in her pochette. Soon given the name Puni-chan, it is one that even Satoshi and Serena's new Pokémon Zukan cannot identify. However, it quickly becomes apparent that Puni-chan is the target of a mysterious group clad in bright red suits known as Team Flare, aiming to capture the new Pokémon to further their agenda. But when Satoshi and the gang realize that the enigmatic organization has no intention of treating Puni-chan with any decency, they take a stand in opposition to Team Flare's plans, daring to fight back.  With Gojika's predictions looming above them, Satoshi aims for his final gym badge while Serena contests for her last Princess Key in order to be able to compete at the TriPokalon Master Class. But as Team Flare begins to move in search of the mysterious Z, the stories of Pokemon XY and Pokemon XY: Mega Evolution cross paths as Satoshi and his friends, along with Team Rocket, get caught up in a scheme that could put Kalos in great danger.  [Written by MAL Rewrite];Fall 2015;Thursdays at 18:55 (JST);;
89;Juubee Ninpuuchou;https://myanimelist.net/anime/617/Juubee_Ninpuuchou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Wind Ninja Chronicles, Juubei Ninpucho;獣兵衛忍風帖;Movie;1;Finished Airing;Jun 5, 1993;['Movic'];Sentai Filmworks, Manga Entertainment;Madhouse;Original;['Adventure', 'Fantasy', 'Horror', 'Romance', 'Supernatural'];['Historical', 'Samurai'];1 hr. 31 min.;R+ - Mild Nudity;7.61;#1381;#1541;130,209;1,049;;['Crunchyroll', 'HIDIVE'];Jubei Kibagami wanders feudal Japan as an itinerant swordsman-for-hire. After a past betrayal left him masterless, he has no more patience for warring political factions and their schemes. Unfortunately, both past and political intrigue collide when he meets and saves a female ninja named Kagero from a man with the ability to make his body as hard as stone.  The sole survivor of a ninja clan, Kagero continues her team's last mission: investigate a mysterious plague that wiped out an entire village. Jubei wants nothing to do with this, but the stone-like man's allies, a group of ninja with supernatural powers known as the Devils of Kimon, make that option difficult. To make matters worse, a government spy poisons Jubei, promising him an antidote if he can unravel the true intentions of the Devils of Kimon and their connection to the plague. The trail leads to shadow leaders, a plot to overthrow the government, and a man that Jubei thought he would never see again.;;;;
