;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
90;Ao no Exorcist: Kuro no Iede;https://myanimelist.net/anime/11266/Ao_no_Exorcist__Kuro_no_Iede;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Ao no Exorcist Special, Ao no Futsumashi: Kuro no Iede;青の祓魔師(エクソシスト) ;Special;1;Finished Airing;Oct 26, 2011;['Aniplex'];Aniplex of America;A-1 Pictures;Manga;;;24 min.;PG-13 - Teens 13 or older;7.28;#2681;#1542;130,116;120;Shounen;[];Feeling slighted by Rin, Kuro goes on the hunt for a new master, but can he find anyone who can truly replace Rin?;;;;Fantasy
91;Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen;https://myanimelist.net/anime/896/Dragon_Ball_Z_Movie_03__Chikyuu_Marugoto_Choukessen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Dragon Ball Z: The Decisive Battle for the Entire Earth;ドラゴンボールZ 地球まるごと超決戦;Movie;1;Finished Airing;Jul 7, 1990;['None found', 'add some'];Funimation;Toei Animation;Manga;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi'];;1 hr. 1 min.;PG-13 - Teens 13 or older;6.69;#5580;#1545;129,395;46;Shounen;[];"A mysterious device crashes on planet Earth, causing a wildfire near where Gohan Son, Kuririn, Bulma, and Oolong are camping. Unable to fully save the forest, they decide to use the Dragon Balls to restore it to its previous condition. A few days later, a group of unknown warriors plant a seed where the mysterious device had crashed, sprouting a colossal tree that destroys the forest and neighboring cities in the process.  North Kaio contacts Gokuu Son and tells him that this tree is the ""Shinseiju""—a tree that absorbs all the nutrients in the planet and leaves it a barren wasteland, all the while growing a mighty fruit capable of providing incredible power to anyone who eats it. After learning of this, Gokuu and his friends try destroying the tree before it is too late, but that may prove to be more difficult than they had previously imagined.  [Written by MAL Rewrite]";;;;
92;Suzume no Tojimari;https://myanimelist.net/anime/50594/Suzume_no_Tojimari;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Suzume's Door-Locking;すずめの戸締まり;Movie;1;Finished Airing;Nov 11, 2022;['STORY'];Crunchyroll;CoMix Wave Films;Original;;;2 hr. 1 min.;PG-13 - Teens 13 or older;8.63;#75;#1551;128,916;1,301;;[];"Suzume, a 17-year-old girl who lives in a quiet town in Kyushu, encounters a traveling young man who tells her ""I'm looking for a door."" She follows after him and discovers a weathered door in the ruins in the mountains, as if it were the only thing left standing from a collapse. As if drawn by something, Suzume reaches for the door...  Before long, doors begin to open one after another in various parts of Japan. As disasters come from the far side of the doors, the open doors must be closed.  The stars, the setting sun, and the morning sky—in that place she wandered into, there was a sky that seemingly blended all of time together. Guided by the mysterious doors, Suzume's ""door-locking journey"" begins.  (Source: MAL News)";;;;Fantasy
93;Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season;https://myanimelist.net/anime/42429/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_3rd_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Ascendance of a Bookworm 3rd Season;本好きの下剋上 ～司書になるためには手段を選んでいられません～;TV;10;Finished Airing;Apr 12, 2022 to Jun 14, 2022;['WOWOW', 'KlockWorx', 'flying DOG', 'BS Fuji', 'Yomiuri TV Enterprise', 'TO Books', 'JTB Next Creation', 'MediaNet Pictures', 'Happinet Phantom Studios'];None found, add some;Ajia-do;Light novel;;['Isekai', 'Reincarnation'];23 min. per ep.;PG-13 - Teens 13 or older;8.08;#487;#1554;128,561;817;;['Crunchyroll', 'Aniplus TV', '', '', '', '', '', '', '', ''];Winter is approaching, and Myne—now an apprentice priestess—must prepare for her stay at the church and the upcoming Dedication Ceremony. However, due to her immense knowledge and extraordinary amount of mana, she has garnered the attention of many dangerous people, who are willing to do anything to get their hands on Myne.  To keep her safe, the Head Priest assigns Myne a bodyguard and advises her to be adopted by a noble, a decision that will force her to leave her family behind. As Myne is opposed to the idea, the Head Priest gives her an ultimatum: she can be with her family until she turns 10, but if she is deemed too unstable, she will immediately be dealt with.  Placed in a tough position, Myne is uncertain about her future. Despite the twists that may lie ahead, she will do whatever she can to protect those that she loves—even if it means giving up on her dream.  [Written by MAL Rewrite];Spring 2022;Tuesdays at 02:29 (JST);;Fantasy
94;Final Fantasy VII: Advent Children Complete;https://myanimelist.net/anime/2952/Final_Fantasy_VII__Advent_Children_Complete;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Final Fantasy 7: Advent Children Complete;ファイナルファンタジーVII アドベントチルドレンコンプリート;OVA;1;Finished Airing;Apr 16, 2009;['Square Enix'];None found, add some;Square Enix Visual Works;Game;['Action', 'Fantasy'];;2 hr. 6 min.;PG-13 - Teens 13 or older;7.91;#709;#1555;128,360;756;;[];Two years after saving the world from a cataclysmic event, the members of the activist organization Avalanche have gone their separate ways. Tifa Lockhart opens a new bar, and her childhood friend Cloud Strife starts up a motorcycle-based courier service. Although most of their former allies have fallen out of touch, Cloud and Tifa live in fragile peace with their two young wards Marlene and Denzel.  Their life together begins to crumble as a contagious plague and overwhelming grief pull Cloud away from his newfound family. While distancing himself through his work, Cloud is attacked by three silver-haired figures in black uniforms who bear a passing resemblance to his bitter rival, Sephiroth. As the antagonistic trio stalks Cloud and brings harm to his loved ones, the former mercenary struggles against his own demons while fighting to protect his family and prevent the will of Sephiroth from returning to the planet.  [Written by MAL Rewrite];;;Super Power;
95;Magi: Sinbad no Bouken;https://myanimelist.net/anime/22097/Magi__Sinbad_no_Bouken;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Magi: Adventure of Sinbad OVA;マギ シンドバッドの冒険;OVA;5;Finished Airing;May 14, 2014 to Jul 15, 2015;['Aniplex', 'Shogakukan'];None found, add some;Lay-duce;Manga;['Action', 'Adventure', 'Fantasy'];;24 min. per ep.;PG-13 - Teens 13 or older;7.80;#920;#1557;128,223;234;Shounen;[];"Not so long ago, mysterious structures called Dungeons began appearing all over the world. No one knows what they are or how they came to be, but adventurers and armies around the world instantly took interest in them. Thousands set out to explore the Dungeons, but so far, not a single person has returned.  In a Parthevian port, a young boy is about to make a name for himself. Sinbad is good-natured, strong, and craving adventure. A kind deed leads to his meeting with Yunan, an enigmatic traveler who is far more powerful than his frivolous personality lets on. Yunan instructs Sinbad to attain the ""power of the king"" and change the world—by conquering a Dungeon. The eager boy readily accepts, setting out on the grand adventure he so craved.  Taking place 15 years before the events of the original series, Magi: Sinbad no Bouken chronicles Sinbad's youth as a Dungeon conqueror. Along the way, the budding adventurer and merchant will have to face many obstacles, but anything is possible with the power of a king.  [Written by MAL Rewrite]";;;;
96;Quanzhi Fashi;https://myanimelist.net/anime/34300/Quanzhi_Fashi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Quan Zhi Fa Shi;全职法师;ONA;12;Finished Airing;Sep 2, 2016 to Nov 4, 2016;['Tencent Penguin Pictures', 'China Literature Limited'];None found, add some;Foch Films;Novel;['Action', 'Fantasy'];;18 min. per ep.;PG-13 - Teens 13 or older;7.20;#3078;#1560;128,041;598;;[];"The aloof high schooler Mo Fan has found himself in a universe similar yet distinctly different from his own mundane one; it is a place where magic has replaced the essence of science. Here, the most capable students are taught to master the wonders of spellworking to fend off large devastating beasts that lurk in the forests surrounding the city.  Like his previous life, Mo Fan remains the son of a poor laborer and the older step-brother to a crippled sister. Despite these disadvantages, he dreams of attending a magic school to become a magician—a highly respected and lucrative trade—in order to repay his father for his hard work.  Mo Fan is accepted into a renowned magic institution. However, rumors spread about his poverty and lack of magical ability, labeling him as the laughing stock of the school. Nonetheless, Mo Fan manages to harness not only the powerful fire element, but also the rare lightning element! Now armed with dual abilities, what dangerous encounters will the versatile mage face?  [Written by MAL Rewrite]";;;School;
97;Koori Zokusei Danshi to Cool na Douryou Joshi;https://myanimelist.net/anime/52173/Koori_Zokusei_Danshi_to_Cool_na_Douryou_Joshi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;氷属性男子とクールな同僚女子;TV;12;Currently Airing;Jan 4, 2023 to Mar 22, 2023;['Square Enix', 'Lantis', 'Movic', 'Nagoya Broadcasting Network', 'ABC Animation', 'NetEase', 'BS Asahi', 'Bandai Namco Music Live', 'Saber Links'];Crunchyroll;Zero-G, Liber;Web manga;['Comedy', 'Fantasy', 'Romance'];['Adult Cast', 'Workplace'];23 min. per ep.;PG-13 - Teens 13 or older;7.40;#2093;#1565;127,515;700;;['Crunchyroll', 'Ani-One Asia', '', '', '', '', '', ''];Kind-hearted Himuro-kun is unfortunate: when in deep concentration, stressed, or flustered, he involuntarily creates blizzard conditions for himself and anyone in his vicinity. During one such incident on the first day of his new job, Himuro-kun encounters the beautiful Fuyutsuki-san, who helps him break out of his nerve-induced ice. As it turns out, Fuyutsuki-san is his new coworker.  At the office, the cool-headed Fuyutsuki-san offers simple and rational solutions to Himuro-kun's icy dilemmas—everything from helping him garden without freezing his plants to ensuring he does not melt during their tropical work retreat. Every time Fuyutsuki-san does something kind for him, the tempest of emotions he experiences inside embarrassingly manifests on the outside.  As a result of the frequent snowstorms, Himuro-kun's feelings for Fuyutsuki-san are impossible to hide. Even though Fuyutsuki-san is unfamiliar with love, Himuro-kun remains determined to repay her kindness and warm her heart in any way he can.  [Written by MAL Rewrite];Winter 2023;Wednesdays at 22:30 (JST);;
98;Akatsuki no Yona OVA;https://myanimelist.net/anime/30370/Akatsuki_no_Yona_OVA;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Yona: The girl standing in the blush of dawn, Akatsuki no Yona: Sono Se ni wa, Akatsuki no Yona: Zeno-hen;暁のヨナ;OVA;3;Finished Airing;Sep 18, 2015 to Dec 20, 2016;['Hakusensha', 'Age Global Networks'];None found, add some;Pierrot;Manga;['Action', 'Adventure', 'Fantasy'];;23 min. per ep.;PG-13 - Teens 13 or older;8.10;#453;#1567;127,186;354;Shoujo;[];At a remote hot springs lodge, Yona and the team rest. The boys are taking a bath with the exception of Ki-ja, who looks troubled. Jae-ha takes this chance to tease him, unwittingly finding a mark linked to the previous White Dragon—whom coincidentally is also Ki-ja's father—prompting Ki-ja to recall their complicated relationship.  In another time and place, Son Hak and the dragons banter as they hold a drinking contest. As they start to doze off one-by-one, Zeno dreams of his past, where his abilities and experiences, both as a person and as the Yellow Dragon, are revealed.  [Written by MAL Rewrite];;;Historical;
99;Akuyaku Reijou nano de Last Boss wo Kattemimashita;https://myanimelist.net/anime/49979/Akuyaku_Reijou_nano_de_Last_Boss_wo_Kattemimashita;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Akulas;悪役令嬢なのでラスボスを飼ってみました;TV;12;Finished Airing;Oct 1, 2022 to Dec 17, 2022;['WOWOW', 'Mainichi Broadcasting System', 'Tokyo MX', 'bilibili', 'Kadokawa', 'Bit grooove promotion', 'NetEase', 'ADK Marketing Solutions'];None found, add some;Maho Film;Light novel;['Comedy', 'Fantasy', 'Romance'];;23 min. per ep.;PG-13 - Teens 13 or older;7.25;#2817;#1572;126,887;714;Shoujo;['Crunchyroll', 'Ani-One Asia', '', '', '', '', '', ''];"Aileen Lauren Dautriche's life changes forever on the day her engagement with the crown prince Cedric Jeanne Elmir is nullified so he can be together with Lilia Rainworth. The event triggers Aileen's memories from her past life—she has been reincarnated in an otome game as the villainess, who is destined to die in the final act. To prevent her predetermined demise, Aileen has only one option: to court the game's last boss, Claude Jeanne Elmir—the proclaimed ""Demon King"" and Cedric's half-brother—and marry him.  However, it is easier said than done, as Claude distrusts her intentions. Instead of giving up, Aileen adamantly tries to win his heart by helping Claude fulfill his wish: to build peace between humankind and demonic beasts. But time is running out, and it is up to Aileen to change the course of not only her tragic ending but Claude's as well.  [Written by MAL Rewrite]";Fall 2022;Saturdays at 22:30 (JST);Isekai;
