;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
24;Konglong Baobei;https://myanimelist.net/anime/44402/Konglong_Baobei;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Konglong Baobei (Movie);恐龙宝贝剧场版;Movie;1;Finished Airing;Apr 29, 2011;['None found', 'add some'];None found, add some;None found, add some;Original;;1 hr. 25 min.;PG - Children;N/A;#13887;#20987;66;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;Adventure
25;Kuaile Tuo Mo Ta: Baoxiao Cheng Yuhui;https://myanimelist.net/anime/45520/Kuaile_Tuo_Mo_Ta__Baoxiao_Cheng_Yuhui;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Kuaile Tuo Mo Ta Zhi Baoxiao Cheng Yuhui;快乐椭魔塔之爆笑成语汇;TV;38;Finished Airing;Jun 2013 to 2013;['None found', 'add some'];None found, add some;None found, add some;Original;;13 min. per ep.;PG - Children;N/A;#13989;#20989;66;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;Adventure
26;Menghuan Xiyou: Tianming Zhi Zhan;https://myanimelist.net/anime/44302/Menghuan_Xiyou__Tianming_Zhi_Zhan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;梦幻西游之天命之战;ONA;13;Finished Airing;Sep 23, 2016 to ?;['None found', 'add some'];None found, add some;None found, add some;Game;['Action', 'Adventure', 'Fantasy'];24 min. per ep.;PG-13 - Teens 13 or older;N/A;#14597;#20941;66;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
27;Mo Jing Lieren 4th Season;https://myanimelist.net/anime/44622/Mo_Jing_Lieren_4th_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Draco Monster 4, Drago Monster 4;魔晶猎人 第四季;ONA;28;Finished Airing;2017 to ?;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];13 min. per ep.;PG-13 - Teens 13 or older;N/A;#14761;#20943;66;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
28;Shaonian Yue Fei Chuanqi;https://myanimelist.net/anime/43899/Shaonian_Yue_Fei_Chuanqi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;少年岳飞传奇;Movie;1;Finished Airing;Sep 30, 2011;['None found', 'add some'];None found, add some;Shanghai Animation Film Studio;Unknown;['Adventure', 'Fantasy'];1 hr. 18 min.;G - All Ages;N/A;#16354;#20951;66;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
29;Aura Xing: Jinji Sheng Dian;https://myanimelist.net/anime/44889/Aura_Xing__Jinji_Sheng_Dian;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Aola Star, Ao La Xing: Jinji Sheng Dian;奥拉星: 进击圣殿;Movie;1;Finished Airing;Jul 23, 2015;['None found', 'add some'];None found, add some;None found, add some;Game;['Adventure', 'Fantasy'];1 hr. 28 min.;PG - Children;N/A;#17740;#20993;65;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
30;Bugsbot Ignition;https://myanimelist.net/anime/48214/Bugsbot_Ignition;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Beogseubos Igeunisyeon;벅스봇 이그니션;TV;26;Finished Airing;Jul 9, 2019 to Jan 6, 2020;['None found', 'add some'];None found, add some;None found, add some;Original;['Action', 'Adventure', 'Sci-Fi'];22 min. per ep.;PG - Children;N/A;#18118;#20995;65;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;Summer 2019;Unknown;
31;Caoben Jiazu;https://myanimelist.net/anime/47704/Caoben_Jiazu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;草本家族;TV;52;Finished Airing;Jul 12, 2018 to Aug 6, 2018;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];13 min. per ep.;PG - Children;N/A;#18172;#20996;65;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;Summer 2018;Unknown;
32;Da Hua He Xiao Hua;https://myanimelist.net/anime/43581/Da_Hua_He_Xiao_Hua;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;大花和小花;Movie;1;Finished Airing;1985;['None found', 'add some'];None found, add some;Shanghai Animation Film Studio;Original;['Adventure', 'Fantasy'];20 min.;PG - Children;N/A;#18541;#20999;65;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
33;Qian Ting Zong Dong Yuan 2;https://myanimelist.net/anime/51631/Qian_Ting_Zong_Dong_Yuan_2;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Happy Little Submarine 2;潜艇总动员2;Movie;1;Finished Airing;Jun 1, 2012;['None found', 'add some'];None found, add some;None found, add some;Unknown;;1 hr. 25 min.;PG - Children;N/A;#15791;#21019;65;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;Adventure
34;The☆Doraemons: Mystery X'Mass Daisakusen;https://myanimelist.net/anime/54105/The%E2%98%86Doraemons__Mystery_XMass_Daisakusen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ザ☆ドラえもんズ ミステリーX'マス大作戦;Special;1;Finished Airing;Dec 21, 1996;['None found', 'add some'];None found, add some;None found, add some;Manga;['Adventure', 'Comedy'];19 min.;PG - Children;N/A;#17250;#21029;65;0;;Kids;[];Original episode that aired as part of X'mas da yo! Doraemon & Doraemons Chou Special!! TV special.;Anthropomorphic;;;
35;Qian Ting Zong Dong Yuan 3: Caihong Baozang;https://myanimelist.net/anime/51686/Qian_Ting_Zong_Dong_Yuan_3__Caihong_Baozang;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;潜艇总动员3：彩虹宝藏;Movie;1;Finished Airing;May 31, 2013;['None found', 'add some'];None found, add some;None found, add some;Unknown;;1 hr. 19 min.;PG - Children;N/A;#15792;#21044;64;0;;Kids;[];"In a secret place at the end of the world, there's a gigasmic sunken treasure with sparkling jewels and gold doubloons. When the sunlight bounces off it and shines into the sky, it creates dazzling rainbows. In fact that treasure is the source of all the rainbows in the whole world. Betcha didn't know that. Since submarines Olly and Beth are ocean explorers, they set out to find the rainbow treasure, but a whole bunch of bad guys are looking for it too. Like Snarky Sharkskin and his slippery Seahorse Gang. When the treasure's good Sea Lion Guardians turn into evil Sea Lion Pirates, the rainbow is in deep danger. If they steal the treasure, then all the rainbows in the whole world will be lost forever. Oh no. How can Olly and Beth save the rainbow? There's only one way. ""Dive, Olly, Dive!""  (Source: IMDb)";;;;Adventure
36;Xin Didao Zhan;https://myanimelist.net/anime/44635/Xin_Didao_Zhan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;新地道战;Movie;1;Finished Airing;Jul 2009;['None found', 'add some'];None found, add some;None found, add some;Unknown;;1 hr. 27 min.;G - All Ages;N/A;#21483;#21057;64;0;['Historical', 'Military'];Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;Adventure
37;Fei Ba, Pili;https://myanimelist.net/anime/44680/Fei_Ba_Pili;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;飞吧，霹雳;Movie;1;Finished Airing;Aug 21, 2009;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 10 min.;PG - Children;N/A;#19013;#21088;63;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
38;Mojimusi Shanhai Man You Ji;https://myanimelist.net/anime/48093/Mojimusi_Shanhai_Man_You_Ji;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;莫叽姆斯山海漫游记;ONA;13;Finished Airing;2019;['None found', 'add some'];None found, add some;None found, add some;Original;;4 min. per ep.;PG - Children;N/A;#14799;#21106;63;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;Adventure
39;Qi Tian Da Sheng Qianchuan;https://myanimelist.net/anime/44739/Qi_Tian_Da_Sheng_Qianchuan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;齐天大圣前传;Movie;1;Finished Airing;Sep 29, 2009;['None found', 'add some'];None found, add some;None found, add some;Novel;['Adventure', 'Fantasy'];Unknown;G - All Ages;N/A;#15787;#21113;63;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
40;Qian Ting Zong Dong Yuan 4: Zhangyu Giyu Ji;https://myanimelist.net/anime/51687/Qian_Ting_Zong_Dong_Yuan_4__Zhangyu_Giyu_Ji;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;潜艇总动员4：章鱼奇遇记;Movie;1;Finished Airing;May 30, 2014;['None found', 'add some'];None found, add some;None found, add some;Unknown;;1 hr. 15 min.;PG - Children;N/A;#15793;#21114;63;0;;Kids;[];Octopus Paul was chased by his creditors for owing a huge sum of money. In desperation, he could only take his family and fled to the bottom of the sea, living a life of hiding in Tibet. By chance, Paul met a one-eyed shark (voiced by Tan Mantang). Under the instigation and provocation of the one-eyed shark, Paul actually embarked on the road of gambling. It also became arrogant.;;;;Adventure
41;Zang Ling Wangzhixue Yu Jingling;https://myanimelist.net/anime/44896/Zang_Ling_Wangzhixue_Yu_Jingling;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;藏羚王之雪域精灵;Movie;1;Finished Airing;Nov 20, 2015;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Fantasy'];1 hr. 19 min.;PG - Children;N/A;#21934;#21139;63;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
42;Zhongkui Chuanqi: Sui Han Sanyou;https://myanimelist.net/anime/45011/Zhongkui_Chuanqi__Sui_Han_Sanyou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;钟馗传奇之岁寒三友;Movie;1;Finished Airing;Dec 2, 2017;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Fantasy'];1 hr. 20 min.;G - All Ages;N/A;#22050;#21140;63;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Mythology;;;
43;Chao Neng Tu Zhandui;https://myanimelist.net/anime/44910/Chao_Neng_Tu_Zhandui;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Super Rabbit;超能兔战队;Movie;1;Finished Airing;May 30, 2015;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy', 'Sci-Fi'];1 hr. 21 min.;PG - Children;N/A;#18243;#21155;62;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
44;Congming De Shunliu 2nd Season;https://myanimelist.net/anime/47219/Congming_De_Shunliu_2nd_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;聪明的顺溜 第二季;TV;52;Finished Airing;May 25, 2018 to Jul 15, 2018;['None found', 'add some'];None found, add some;None found, add some;Original;['Action', 'Adventure', 'Sci-Fi'];13 min. per ep.;PG-13 - Teens 13 or older;N/A;#18496;#21156;62;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Military;Spring 2018;Unknown;
45;Gegege no Kitarou: Youkai Post ni Kiitemiyou! Medama Oyaji no Naze Naze Kodomo Soudanshitsu;https://myanimelist.net/anime/53968/Gegege_no_Kitarou__Youkai_Post_ni_Kiitemiyou_Medama_Oyaji_no_Naze_Naze_Kodomo_Soudanshitsu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ゲゲゲの鬼太郎　妖怪ポストに聞いてみよう！～目玉おやじのなぜなぜ子供相談室～;Movie;1;Finished Airing;Apr 22, 2000;['None found', 'add some'];None found, add some;None found, add some;Manga;['Adventure', 'Sci-Fi', 'Supernatural'];1 hr.;G - All Ages;N/A;#19250;#21166;62;0;['Mythology', 'Space'];Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
46;Gui Tu Da Zuozhan;https://myanimelist.net/anime/45079/Gui_Tu_Da_Zuozhan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;龟兔大作战;Movie;1;Finished Airing;Dec 30, 2018;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Fantasy', 'Sports'];1 hr. 22 min.;PG - Children;N/A;#19406;#21167;62;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
47;Muumindani no Aurora;https://myanimelist.net/anime/53963/Muumindani_no_Aurora;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ムーミン谷のオーロラ;Movie;1;Finished Airing;Sep 5, 2000;['None found', 'add some'];None found, add some;None found, add some;Book;['Adventure', 'Fantasy', 'Sci-Fi'];20 min.;G - All Ages;N/A;#14929;#21180;62;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
48;Muumindani no Monogatari: Hoshi to Hana no Serenade;https://myanimelist.net/anime/53965/Muumindani_no_Monogatari__Hoshi_to_Hana_no_Serenade;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ムーミン谷の物語　星と花のセレナーデ;Movie;1;Finished Airing;May 23, 2004;['None found', 'add some'];None found, add some;None found, add some;Book;['Adventure', 'Fantasy'];45 min.;G - All Ages;N/A;#14931;#21181;62;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
49;Xiong Chumo: Tanxian Riji 2;https://myanimelist.net/anime/44136/Xiong_Chumo__Tanxian_Riji_2;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;熊出没之探险日记2;TV;52;Finished Airing;Dec 11, 2019 to ?;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Comedy'];12 min. per ep.;PG - Children;N/A;#21595;#21199;62;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;
50;Mei Hou Wang (2010);https://myanimelist.net/anime/44176/Mei_Hou_Wang_2010;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;美猴王;TV;52;Finished Airing;Jan 25, 2010 to ?;['None found', 'add some'];None found, add some;None found, add some;Novel;['Adventure', 'Fantasy'];22 min. per ep.;G - All Ages;N/A;#14528;#21206;61;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;
51;Qian Ting Zong Dong Yuan: Haidi Liang Wanli;https://myanimelist.net/anime/51302/Qian_Ting_Zong_Dong_Yuan__Haidi_Liang_Wanli;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Qianting Zongdongyuan: Haidi Liang Wanli, Happy Little Submarine: 20000 Leagues under the Sea;潜艇总动员：海底两万里;Movie;1;Finished Airing;Jun 1, 2018;['None found', 'add some'];None found, add some;None found, add some;Unknown;;1 hr. 15 min.;PG - Children;N/A;#15795;#21218;61;0;;Kids;[];Ali, Beibe and Meisha, submarines, have befriended a group of adorable sea creatures at the bottom of the ocean. After they tell Ali about a frightening legend of a mysterious sea monster that supposedly disrupted the ecological balance of the ocean, he leads an expedition team with Beibe and Meisha to find the creature and return the balance.  (Source: Wikipedia);;;;Adventure
52;Xin Datou Er Zi He Xiao Tou Baba: Mimi Jihua;https://myanimelist.net/anime/43930/Xin_Datou_Er_Zi_He_Xiao_Tou_Baba__Mimi_Jihua;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;新大头儿子和小头爸爸之秘密计划;Movie;1;Finished Airing;Sep 26, 2014;['None found', 'add some'];None found, add some;None found, add some;Unknown;['Adventure', 'Comedy'];1 hr. 19 min.;G - All Ages;N/A;#21480;#21237;61;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
53;Xiong Chumo: Quaishou Jihua;https://myanimelist.net/anime/44138/Xiong_Chumo__Quaishou_Jihua;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;熊出没之怪兽计划;TV;52;Finished Airing;Oct 1, 2020 to ?;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Comedy'];12 min. per ep.;PG - Children;N/A;#21593;#21238;61;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;
54;Bai Ge Dao;https://myanimelist.net/anime/43875/Bai_Ge_Dao;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Bird Island;白鸽岛;TV;52;Finished Airing;2003;['None found', 'add some'];None found, add some;Shanghai Animation Film Studio;Original;['Adventure', 'Sci-Fi'];22 min. per ep.;PG-13 - Teens 13 or older;N/A;#17801;#21268;60;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;
55;Beuliseutol Tamheomdae;https://myanimelist.net/anime/48229/Beuliseutol_Tamheomdae;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;브리스톨 탐험대;TV;26;Finished Airing;Mar 6, 2008 to Sep 11, 2008;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];25 min. per ep.;PG - Children;N/A;#17971;#21270;60;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;Spring 2008;Unknown;
56;Haerowa Toremi;https://myanimelist.net/anime/48215/Haerowa_Toremi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Turtle Hero;해로와 토레미;TV;26;Finished Airing;Jan 18, 2002 to Aug 20, 2002;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];25 min. per ep.;PG - Children;N/A;#19460;#21279;60;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;Winter 2002;Unknown;
57;Minna ga Oshiete Kuremashita;https://myanimelist.net/anime/52151/Minna_ga_Oshiete_Kuremashita;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Ton Ton Ton To, Ittadeshou, Tomodachi ga Imashita;みんなが おしえてくれました;OVA;4;Finished Airing;Apr 28, 2006;['Trinet Entertainment'];None found, add some;None found, add some;Picture book;['Adventure', 'Fantasy'];6 min. per ep.;G - All Ages;N/A;#14708;#21290;60;0;;Kids;[];"Includes four shorts.  Episode 1 - Ton Ton Ton To:  One day, Pig is waiting for the bus. I've been waiting for a long time, but the bus doesn't come. Then, Buta-kun went up to the rooftop of the building over there along the electric wire with ""Tontonton"", and was caught in a balloon and went to the sky. It was a fantasy world that Pig envisioned.  Episode 2 - Minna ga Oshiete Kuremashita:  There are many things that children do not know in the world, and adults teach us various things. A walk, a nap, in the soil or at night. Children learn a lot. But who can tell us what adults don't tell us?  Episode 3 - Ittadeshou:  Parents and children of horses walking on the road. Whenever she discovers something dangerous, the horse's mom pays attention to her girl horse. She doesn't listen to the foal, though. If you pay attention to ""I will stumble"", the foal will fall, ""I stumbled!"". She screams that her mother said, ""You're right.""  Episode 4 - Tomodachi ga Imashita:  When the butterfly is flying, you will meet various friends such as flowers, cows, tomatoes, scarecrows and bees. Every time, the butterfly greets ""Hello!"". The butterfly flies fluffy while greeting each other cheerfully. Who will you meet next?  (Source: U-NEXT)";;;;
58;Muumindani no Aurora (2018);https://myanimelist.net/anime/53964/Muumindani_no_Aurora_2018;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;ムーミン谷のオーロラ;Movie;1;Finished Airing;2018;['None found', 'add some'];None found, add some;Yumeta Company, Goto Inc.;Book;['Adventure', 'Fantasy', 'Sci-Fi'];25 min.;G - All Ages;N/A;#14930;#21293;61;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
59;Qingwa Wangzi Lixian Ji;https://myanimelist.net/anime/45085/Qingwa_Wangzi_Lixian_Ji;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;青蛙王子历险记;Movie;1;Finished Airing;Apr 5, 2019;['None found', 'add some'];None found, add some;None found, add some;Book;['Adventure', 'Fantasy'];1 hr. 21 min.;PG - Children;N/A;#15854;#21295;60;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
60;Xiao Mao Bake Li;https://myanimelist.net/anime/52653/Xiao_Mao_Bake_Li;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Barkley The Cat;小猫巴克里;Movie;1;Finished Airing;Dec 29, 2017;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Drama'];1 hr. 26 min.;PG - Children;N/A;#21313;#21304;60;0;;;[];A human boy ran into an animal city to reveal the truth and fraud of the ruler with Barkley and discover who they are and where they belong to through the fantastic journey.  (Source: IMDB);Pets;;;
61;Xin Didao Zhan 2: Fuzi Qibing;https://myanimelist.net/anime/44636/Xin_Didao_Zhan_2__Fuzi_Qibing;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;新地道战2之父子奇兵;Movie;1;Finished Airing;Aug 19, 2011;['None found', 'add some'];None found, add some;None found, add some;Unknown;;1 hr. 24 min.;G - All Ages;N/A;#21484;#21311;60;0;['Historical', 'Military'];Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;Adventure
62;Xiong Chumo: Xiongxiong Leyuan 3;https://myanimelist.net/anime/44137/Xiong_Chumo__Xiongxiong_Leyuan_3;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;熊出没之熊熊乐园3;TV;52;Finished Airing;Oct 3, 2019 to ?;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Comedy'];12 min. per ep.;PG - Children;N/A;#21601;#21312;60;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;
63;Chihuo Yuzhou;https://myanimelist.net/anime/45056/Chihuo_Yuzhou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Foodiverse;吃货宇宙;Movie;1;Finished Airing;Jun 16, 2018;['TanKong Pictures', 'Shanghai Morejoy Entertainment Co.', 'Ltd.', 'The Gate Studio'];None found, add some;None found, add some;Unknown;['Adventure', 'Fantasy'];1 hr. 28 min.;PG - Children;N/A;#18336;#21352;59;0;;Kids;[];Set in a universe consisting of planets made of food, Foodiverse, tells the story of dumpling Mrs. Penny and her friend Mr. Podge, a slightly portly steamed bun in Flour Planet.  (Source: elcinema);Anthropomorphic;;;
64;Congming De Shunliu;https://myanimelist.net/anime/47218/Congming_De_Shunliu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Cong Ming De Shun Liu;聪明的顺溜;ONA;52;Finished Airing;Mar 7, 2016 to ?;['None found', 'add some'];None found, add some;None found, add some;Original;['Action', 'Adventure', 'Sci-Fi'];13 min. per ep.;PG-13 - Teens 13 or older;N/A;#18495;#21353;59;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;Military;;;
65;Hu Wang Guilai;https://myanimelist.net/anime/44742/Hu_Wang_Guilai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Hu Wang Gui Lai;虎王归来;Movie;1;Finished Airing;Sep 22, 2010;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Fantasy'];1 hr. 24 min.;PG - Children;N/A;#19838;#21359;59;0;;Kids;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
66;Jimu Wuqian Nian: Jimu Chunqiu;https://myanimelist.net/anime/47945/Jimu_Wuqian_Nian__Jimu_Chunqiu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;积木五千年之积木春秋 第一部;TV;68;Finished Airing;2019;['None found', 'add some'];None found, add some;None found, add some;Original;;10 min. per ep.;PG - Children;N/A;#20193;#21362;59;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;?;Unknown;Adventure
67;Kao An;https://myanimelist.net/anime/53230/Kao_An;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;靠岸;Movie;1;Finished Airing;Mar 5, 2010;['None found', 'add some'];None found, add some;None found, add some;Original;['Adventure', 'Award Winning'];1 hr. 21 min.;PG-13 - Teens 13 or older;N/A;#20513;#21365;59;0;;;[];Frostlight, a naive girl, disregards the fortuneteller's warnings, and tries too hard in keeping Westwind's heart. Her attempts catch the attention of Asura, and a war breaks out. Frostlight quickly boards a mysterious ship and departs on a perilous and fantastic journey. This strange ship carries a cast of helpless, tormented souls as it drifts through a mysterious space, unable to make port. The souls fear that Asura could strike at any moment and send them to the Asuran Realm, never to return.  (Source: AniDB);;;;
68;Konglong Zhanshi Mao Xiao Shuai;https://myanimelist.net/anime/48027/Konglong_Zhanshi_Mao_Xiao_Shuai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;恐龙战士猫小帅;ONA;18;Finished Airing;2020;['None found', 'add some'];None found, add some;None found, add some;Original;;4 min. per ep.;PG - Children;N/A;#13898;#21368;59;0;;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;Adventure
69;Qian Ting Zong Dong Yuan 5: Shi Guang Bao He;https://myanimelist.net/anime/51688/Qian_Ting_Zong_Dong_Yuan_5__Shi_Guang_Bao_He;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;潜艇总动员5：时光宝盒;Movie;1;Finished Airing;May 29, 2015;['None found', 'add some'];None found, add some;None found, add some;Unknown;;1 hr. 14 min.;PG - Children;N/A;#15794;#21323;59;0;;Kids;[];The small submarine Ali went to the depths of the sea to perform a mission and encountered an unprecedented accident. The little shark Meisha refuses to be a submarine king like his father's one-eyed shark, and she dreams of becoming a submarine hero like Ali. The mysterious treasure box she got accidentally changed her father's one-eyed shark back to his childhood appearance. When the treasure box disappeared strangely, a mysterious monster appeared in the underwater playground...;;;;Adventure
