;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
3;Ginga Sengoku Gunyuuden Rai;https://myanimelist.net/anime/3907/Ginga_Sengoku_Gunyuuden_Rai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Rai: Galactic Civil War Chronicle, Thunder Jet, Ginga Sengoku Gun Yuuden Rai;銀河戦国群雄伝ライ;TV;52;Finished Airing;Apr 8, 1994 to Mar 31, 1995;['TV Tokyo', 'SoftX'];Enoki Films;E&G Films;Manga;['Adventure', 'Romance', 'Sci-Fi'];25 min. per ep.;PG-13 - Teens 13 or older;7.90;#723;#5061;14,729;80;;Shounen;[];Rai is a space opera that fuses feudal Chinese and Japanese customs with vast galaxy spanning empires and space-going societies. The story follows the life and times of the samurai Rai, and the quest of several spacefaring factions for control of territory and, of course, the Empire.;Spring 1994;Fridays at 18:30 (JST);Space;;
4;Chain Chronicle: Haecceitas no Hikari Part 3;https://myanimelist.net/anime/33730/Chain_Chronicle__Haecceitas_no_Hikari_Part_3;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;チェインクロニクル〜ヘクセイタスの閃（ひかり）〜 第３章;Movie;1;Finished Airing;Feb 11, 2017;['Pazzy Entertainment'];None found, add some;Telecom Animation Film, Graphinica;Game;['Action', 'Adventure', 'Fantasy'];1 hr. 33 min.;PG-13 - Teens 13 or older;7.01;#4050;#5064;14,715;7;;;[];Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared...  (Source: MAL News);;;;;
5;Boruto: Jump Festa 2016 Special;https://myanimelist.net/anime/35072/Boruto__Jump_Festa_2016_Special;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;BORUTOジャンプフェスタ 2016;Special;1;Finished Airing;Nov 27, 2016;['None found', 'add some'];None found, add some;Pierrot;Manga;['Action', 'Adventure', 'Fantasy'];11 min.;PG-13 - Teens 13 or older;6.14;#8720;#5065;14,714;14;;Shounen;[];The special anime adaptation of Boruto will be screening at Shueisha’s by-invitation anime event Jump Special Anime Festa 2016!;;;Martial Arts;;
6;Dragon Quest: Your Story;https://myanimelist.net/anime/39274/Dragon_Quest__Your_Story;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;ドラゴンクエスト　ユア・ストーリー;Movie;1;Finished Airing;Aug 2, 2019;['Dentsu', 'Square Enix', 'Yomiuri Telecasting', 'Toho', 'Nippon Television Network', 'Amuse', 'Shimogumi', 'GYAO!', 'KDDI', 'Sapporo Television Broadcasting', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Chukyo TV Broadcasting', 'Hiroshima Television', 'Fukuoka Broadcasting System', 'LINE Corporation', 'Yomiuri Shimbun', 'Abe Shuuji Jimusho', 'Culture Entertainment'];None found, add some;Shirogumi, Robot Communications;Game;['Adventure', 'Comedy', 'Fantasy'];1 hr. 42 min.;PG-13 - Teens 13 or older;6.79;#5055;#5067;14,706;40;['Martial Arts', 'Mythology'];;['Netflix'];Following in his father's footsteps, Luca must find the hero who wields the zenithian sword to save his mother from Ladja. Based on Dragon Quest V: Hand of the Heavenly Bride game's story.  (Source: Apple TV);;;;;
7;Made in Abyss: Retsujitsu no Ougonkyou (Zoku-hen);https://myanimelist.net/anime/54250/Made_in_Abyss__Retsujitsu_no_Ougonkyou_Zoku-hen;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Made in Abyss: The Golden City of the Scorching Sun (Sequel);メイドインアビス 烈日の黄金郷 (続編);Unknown;Unknown;Not yet aired;Not available;['None found', 'add some'];None found, add some;None found, add some;Web manga;['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Suspense'];Unknown;None;N/A;N/A;#5070;14,698;41;['Gore', 'Survival'];;[];A sequel to Made in Abyss: The Golden City of the Scorching Sun.;;;;;
8;Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!;https://myanimelist.net/anime/2842/Pokemon_Fushigi_no_Dungeon__Shutsudou_Pokemon_Kyuujotai_Ganbaruzu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Pocket Monsters Advanced Generation - S3 Pokémon Mystery Dungeon: Team Go-Getters Out of the Gate!;ポケモン不思議のダンジョン 出動ポケモン救助隊ガンバルズ！;Special;1;Finished Airing;Sep 8, 2006;['Nintendo of America'];The Pokemon Company International;OLM;Game;['Adventure', 'Fantasy'];20 min.;PG - Children;6.49;#6714;#5084;14,566;4;;;[];A human wakes up one day to discover that he has become a Squirtle in a world filled with natural disasters, where he meets Charmander and Chikorita of Team Go-Getters, a Pokemon rescue team. Squirtle joins Team Go-Getters for the task of saving Pichu's Brother Pikachu from Skarmory, however Gengar and his Team Meanies decide to interfere.  (Source: ANN);;;Anthropomorphic;;
9;Akazukin Chacha;https://myanimelist.net/anime/103/Akazukin_Chacha;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;赤ずきんチャチャ;TV;74;Finished Airing;Jan 7, 1994 to Jun 30, 1995;['Nihon Ad Systems', 'Shueisha'];None found, add some;Gallop;Manga;['Adventure', 'Comedy', 'Fantasy', 'Romance'];24 min. per ep.;G - All Ages;7.46;#1866;#5086;14,559;99;;Shoujo;[];Akazukin Chacha is the story of a young magical girl (Mahō Shōjo) named Chacha. Living with her guardian in a cottage on Mochi-mochi mountain is Seravi, who is her teacher and also the fictional world's greatest magician. Chacha is clumsy in casting her spells because, throughout the anime, when she summons something, it often turns out to be something that she didn't mean to cast, for example, spiders (kumo) instead of a cloud (also kumo). At times in the anime when she and her friends are in trouble, however, her spells do work. Living on the same mountain is a boy gifted with enormous strength named Riiya. It is described that Riiya came from a family of werewolves who can instantly change into a wolf whenever they want. Quite far from Mochi-mochi mountain lies Urizuri mountain. Dorothy, also a well known magician in her land, lives in a castle on Urizuri mountain. Living with her is Shiine, her student. Shiine is adept when it comes to casting spells. He is a young wizard and most of his knowledge about magic was taught to him by Dorothy.  The first 2 seasons were originally created by the anime team. Most of the stories in season 3 are based on the manga.  (Source: Wikipedia);Winter 1994;Fridays at 18:00 (JST);;;
10;Mach GoGoGo;https://myanimelist.net/anime/1445/Mach_GoGoGo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Mach Go Go Go;マッハＧｏＧｏＧｏ;TV;52;Finished Airing;Apr 2, 1967 to Mar 31, 1968;['Fuji TV'];Funimation;Tatsunoko Production;Manga;;25 min. per ep.;PG-13 - Teens 13 or older;6.67;#5658;#5088;14,545;111;;Shounen;['Crunchyroll', 'Funimation'];The Mach 5 is one of the fastest and most technologically advanced race cars built by man. Equipped with various gadgets and a powerful engine, it provides a challenge for anyone who would dare race against it. The driver of this amazing vehicle is Gou Mifune, a teenager who dreams of breaking into the world of professional racing.  In spite of this, Gou's father and the creator of the Mach 5, Daisuke Mifune, does not want his son anywhere near a racetrack. Undeterred, his girlfriend Michi, younger brother Kurio, and Kurio's monkey sidekick Sanpei become Gou's biggest fans as he sets out to become the greatest racer of all time.  However, Gou soon learns that becoming a professional racer is not easy. From the underhanded plots of corrupt businessmen to stiff competition in the form of his rival, Racer X, Gou faces many obstacles on the road ahead, and has a lot to prove before he can cross the finish line.  [Written by MAL Rewrite];Spring 1967;Unknown;Racing;Adventure;
11;Ie Naki Ko;https://myanimelist.net/anime/2828/Ie_Naki_Ko;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Rémi the Nobody's Boy, Remi and his Adventures;家なき子;TV;51;Finished Airing;Oct 2, 1977 to Oct 1, 1978;['ImaginAsian Entertainment'];None found, add some;Madhouse, TMS Entertainment;Novel;['Adventure', 'Drama', 'Slice of Life'];24 min. per ep.;G - All Ages;7.85;#821;#5093;14,502;258;;Kids;[];Remi is a boy living happily with his mother in the French countryside. But everything changes when his estranged father comes home and, in desperate need of money, reveals that Remi is adopted, and sells him. Heartbroken, Remi ends up with Vitalis, a traveling musician, and his troupe of animal entertainers. Together, they travel the country in search for Remi's real parents, along the way learning the harsh lessons of life. A deeply moving story about friendship, loss and the pursuit of happiness.  (Source: AniDB);Fall 1977;Unknown;Historical;;
12;Pokemon: Mezase Pokemon Master;https://myanimelist.net/anime/53874/Pokemon__Mezase_Pokemon_Master;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Pokemon: Aim to Be a Pokemon Master;ポケットモンスター めざせポケモンマスター;TV;11;Currently Airing;Jan 13, 2023 to ?;['TV Tokyo'];None found, add some;OLM;Game;['Action', 'Adventure', 'Comedy', 'Fantasy'];24 min. per ep.;PG - Children;7.74;#1041;#5098;14,488;96;;Kids;[];By embracing challenges, learning from failures, overcoming obstacles, and beating the best in the world, Satoshi finally achieves his long-held dream. His adventurous spirit, however, still runs high as he continues to explore new regions, witness unfamiliar Pokémon, and forge unexpected friendships and rivalries.  As the world opens its vast horizons to Satoshi, he once more encounters the people who helped shape his momentous path to success. A legendary journey nears its end just as an entirely new one is about to begin, with the bond between humans and Pokémon continuing forevermore.  [Written by MAL Rewrite];Winter 2023;Fridays at 18:55 (JST);;;
13;Armitage III: Poly-Matrix;https://myanimelist.net/anime/493/Armitage_III__Poly-Matrix;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Armitage III Poly-Matrix, Armitage III the Movie: Poly-Matrix, Armitage III: Poly Matrix;アミテージ・ザ・サード POLY-MATRIX;Movie;1;Finished Airing;Apr 20, 1996;['Pioneer LDC'];Funimation, Geneon Entertainment USA;AIC;Original;['Action', 'Adventure', 'Romance', 'Sci-Fi'];1 hr. 32 min.;R+ - Mild Nudity;7.06;#3805;#5101;14,465;33;['Detective', 'Mecha', 'Military'];;[];In the year 2046 humans are moving away from using robots and begin to trust them less and less. In this time life becomes very perilous for the beings known as seconds. The seconds are the most recent line of robots, as far as the public knows. This is the world Detective Ross Sylibus lives in. Detective Sylibus is transferred to Mars by his request after his partner was killed by a robot. As he arrives he falls headfirst into a murder where a country singer on his flight was murdered. He steps off the plane and watches as a scene unfolds and he meets his partner, Armitage a female cop with a major attitude. A rash of murders begins when yet more women are killed. As the investigation is continued a secret is uncovered. There is another line of robots known as Thirds. More and more Thirds turn up missing, as a serial killer who is intent on wiping out all the Thirds runs rampant. Armitage in her quest to put the murderer to justice reveals a secret. She herself is a Third.  (Source: ANN, edited);;;;;
14;Change!! Getter Robo: Sekai Saigo no Hi;https://myanimelist.net/anime/978/Change_Getter_Robo__Sekai_Saigo_no_Hi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Shin Getter Robo: The Last Day, Change!! Getter Robo: The Final Days of the World, Shin Getter Robo: Sekai Saigo no Hi;真(チェンジ!!)ゲ;OVA;13;Finished Airing;Aug 25, 1998 to May 25, 1999;['Bandai Visual', 'Marubeni', 'Dynamic Planning'];ADV Films, Discotek Media;Brain's Base;Manga;['Action', 'Adventure', 'Horror', 'Sci-Fi'];25 min. per ep.;R - 17+ (violence & profanity);7.73;#1059;#5105;14,442;339;['Mecha', 'Psychological'];Shounen;[];Dr. Saotome returns from the dead after being seemingly murdered by Getter pilot Nagare Ryoma and threatens the world with his ultimate creation: the Shin Dragon. Ryoma reluctantly teams up with his former co-pilots Jin Hayato and Tomoe Mushashi to combat Dr. Saotome. The pilots must also deal with the mysterious Invaders, aliens that have the ability to possess humans and warp their flesh to form hideous creatures.  (Source: Nihon Review);;;;;
15;Betterman;https://myanimelist.net/anime/1136/Betterman;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;ベターマン;TV;26;Finished Airing;Apr 2, 1999 to Oct 1, 1999;['None found', 'add some'];Bandai Entertainment, Sentai Filmworks;Sunrise;Original;['Action', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi'];24 min. per ep.;R - 17+ (violence & profanity);6.59;#6106;#5111;14,392;75;['Mecha', 'Psychological'];;[];"A deadly virus known as ""Algernon"" has attacked humanity with vicious meaning. At the forefront of the battle is the mystifying Akamatsu Industries—disguised as a heavy machine factory in Tokyo, this undercover organization uses neural enhanced weapons known as NeuroNoids to battle Algernon. Also helping with their secret efforts is the mysterious mutant who is only known as ""Betterman.""  (Source: ANN)";Spring 1999;Fridays at 01:15 (JST);;;
16;Pokemon Evolutions;https://myanimelist.net/anime/49730/Pokemon_Evolutions;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;Pokémon Evolutions;ONA;8;Finished Airing;Sep 9, 2021 to Dec 23, 2021;['None found', 'add some'];None found, add some;OLM;Game;['Adventure', 'Fantasy'];8 min. per ep.;PG - Children;7.42;#2022;#5112;14,393;41;;Kids;[];An animated series created to celebrate 25 years of the global entertainment franchise. Each episode will take fans on a journey through all the known regions of the Pokémon world.  (Source: Anilist);;;;;
17;Goodbye, Don Glees!;https://myanimelist.net/anime/49345/Goodbye_Don_Glees;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;グッバイ、ドン・グリーズ！;Movie;1;Finished Airing;Feb 18, 2022;['Kadokawa'];GKIDS;Madhouse;Original;;1 hr. 35 min.;PG-13 - Teens 13 or older;7.30;#2582;#5122;14,289;61;;;[];"Teen misfits Roma, Toto, and Drop call themselves the ""Don Glees,"" an informal name for their backyard adventures. One day, when the trio gets blamed for a nearby forest fire, they set off into the woods to prove their innocence. As disaster strikes their expedition, tensions flare between the friends as they realize that growing up has taken them on wildly different paths in life.  (Source: GKIDS)";;;;Adventure;
18;3x3 Eyes: Seima Densetsu;https://myanimelist.net/anime/1225/3x3_Eyes__Seima_Densetsu;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Shin 3x3 Eyes, Sazan Eyes: Seima Densetsu;3×3 EYES聖魔伝説;OVA;3;Finished Airing;Jul 25, 1995 to Jun 25, 1996;['Toei Animation', 'Bandai Visual', 'Kodansha'];Geneon Entertainment USA;Studio Junio;Manga;['Action', 'Adventure', 'Fantasy', 'Horror', 'Romance'];48 min. per ep.;R+ - Mild Nudity;6.92;#4419;#5125;14,242;41;['Gore', 'Mythology'];;[];Yakumo has trained and searched for 4 years, following Pai's mysterious disappearance. However, when he finally finds her, not all is well as her memory seems to be gone. They attempt to return her memory by going to the Holy Land, birthplace of the immortal race of Sanjiyans.;;;;;
19;Tegamibachi: Hikari to Ao no Gensou Yawa;https://myanimelist.net/anime/5538/Tegamibachi__Hikari_to_Ao_no_Gensou_Yawa;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;テガミバチ 光と青の幻想夜話;Special;1;Finished Airing;Nov 24, 2008;['None found', 'add some'];None found, add some;Pierrot;Manga;['Adventure', 'Fantasy', 'Slice of Life', 'Supernatural'];27 min.;PG-13 - Teens 13 or older;7.44;#1958;#5128;14,235;11;;Shounen;[];"The story takes place in the land of Amber Ground, a place of perpetual night only partially illuminated by an artificial sun. Lag Seeing works as a ""Letter Bee"" (delivery boy) at the ""Bee Hive"" (a delivery service), with his Dingo, Niche, and her ""pet,"" Steak, traveling with him. He is entrusted with the ""hearts"" of the everyone in Amber Ground to deliver their packages.  (Source: Wikipedia)";;;;;
20;Pokemon: Pikachu no Fuyuyasumi;https://myanimelist.net/anime/4874/Pokemon__Pikachu_no_Fuyuyasumi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Pocket Monsters: Pikachu no Fuyuyasumi, Let's Play on Christmas!, Christmas Night, Let's Play in the Snow!, Kanga Games;ポケットモンスター ピカチュウのふゆやすみ;OVA;2;Finished Airing;Dec 22, 1998;['None found', 'add some'];4Kids Entertainment;OLM;Game;['Adventure', 'Comedy', 'Fantasy'];9 min. per ep.;PG - Children;6.49;#6717;#5134;14,196;8;;Kids;[];Pikachu's Winter Vacations are three series of videos, each composed of several Pikachu shorts. All shorts deal with winter and Christmas. This is the first series and contains Christmas Night & Kanga Games.;;;;;
21;Saber Marionette J to X;https://myanimelist.net/anime/1231/Saber_Marionette_J_to_X;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;セイバーマリオネットJ to X;TV;26;Finished Airing;Oct 6, 1998 to Mar 30, 1999;['TV Tokyo', 'Sotsu'];Bandai Entertainment;Hal Film Maker;Unknown;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];25 min. per ep.;PG-13 - Teens 13 or older;7.28;#2666;#5136;14,183;38;['Harem', 'Mecha'];;[];"Taking place mere months after the Saber Marionette J OVA series, this newest installment in the Saber Marionette line follows the continuing adventures of Otaru and his clan of selfless, obsessive marionette girls. This time, the evil Faust is back, and again toying with Marionette technology that was never meant to be explored. The Saber Dolls are back, and torn between their newfound love for Otaru and their undying loyalty to Faust; Will Otaru, Lime, Cherry and Bloodberry be able to stop Faust again, or are they all headed for the scrap heap?  (Source: AniDB)";Fall 1998;Tuesdays at 18:00 (JST);;;
22;Photon;https://myanimelist.net/anime/1944/Photon;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;フォトン;OVA;6;Finished Airing;Nov 21, 1997 to Feb 18, 1999;['Movic'];Central Park Media, Discotek Media;AIC;Original;['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi'];32 min. per ep.;R+ - Mild Nudity;7.03;#3940;#5143;14,158;53;;;['Crunchyroll'];"Photon Earth is a young and gentle boy with superhuman strength and ""Baka"" (meaning ""idiot"" in Japanese) scribbled on his forehead (apparently by his troublemaking friend Aun Freya). One day, he finds himself engaged to the beautiful fugitive pilot Keyne Acqua after writing ""baka"" on her forehead. And that's the least of his worries as he must protect both Aun and Keyne from the evil Papacharino, who seeks to steal the secrets of ""Aho"" (another word for idiot) energy from Keyne's grandfather's ship.  (Source: ANN)";;;Mecha;;
23;Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd Season;https://myanimelist.net/anime/53488/Shin_no_Nakama_ja_Nai_to_Yuusha_no_Party_wo_Oidasareta_node_Henkyou_de_Slow_Life_suru_Koto_ni_Shimashita_2nd_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside, I Was Kicked out of the Hero's Party Because I Wasn't a True Companion so I Decided to Have a Slow Life at the Frontier 2;真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました 第2期;TV;Unknown;Not yet aired;Not available;['None found', 'add some'];None found, add some;None found, add some;Light novel;['Adventure', 'Fantasy', 'Romance'];Unknown;PG-13 - Teens 13 or older;N/A;N/A;#5147;14,121;62;;;[];Second Season of Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita.;?;Unknown;;;
24;Digimon Universe: Appli Monsters;https://myanimelist.net/anime/33314/Digimon_Universe__Appli_Monsters;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Appmon;デジモンユニバース アプリモンスターズ;TV;52;Finished Airing;Oct 1, 2016 to Sep 30, 2017;['Dentsu'];None found, add some;Toei Animation;Original;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi'];24 min. per ep.;PG - Children;6.58;#6173;#5150;14,105;79;;Kids;['Crunchyroll'];"Everyone in the world uses smartphone apps. But inside them lurks unknown creatures called ""Appli Monsters,"" or ""Appmon."" The Appmon are AI lifeforms with the ability to think and act, and exist in the boundary between the human world and digital space. In the vast sea of the internet, the ""last boss AI"" Leviathan takes control of the Appmon with a virus and begins hacking every system, thus starting to control the human world from the world of the net. Haru Shinkai is led to acquire the Appli Drive, and uses it to materialize Gatchmon, a search app monster.  (Source: ANN)";Fall 2016;Saturdays at 09:30 (JST);;;
25;Metal Fight Beyblade Zero G;https://myanimelist.net/anime/13231/Metal_Fight_Beyblade_Zero_G;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;メタルファイト ベイブレード ZEROG;TV;38;Finished Airing;Apr 8, 2012 to Dec 23, 2012;['TV Tokyo', 'd-rights'];Nelvana;SynergySP;Manga;['Adventure', 'Sports'];12 min. per ep.;PG - Children;6.02;#9368;#5152;14,072;15;;Kids;[];Seven years after the Nemesis Crisis, much of the world has been devastated and ruined after the tragic fighting. As a result, most people lost faith and interest in Beyblading. Otori Tsubasa, who became leader of the WBBA, made it his life goal to ensure humanity could restore itself, as well as restore the popularity of Beyblading. He created the Zero-G battling style as a result, and hopes a new generation of bladers will rise up to accept the sport once again. One of these is a teenager named Zero Kurogane, who aims to become the top blader after having a destined encounter with the hero of the Nemesis Crisis, Ginga Hagane.;Spring 2012;Unknown;;;
26;Sousou no Frieren;https://myanimelist.net/anime/52991/Sousou_no_Frieren;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Frieren: Beyond Journey's End;葬送のフリーレン;TV;Unknown;Not yet aired;2023 to ?;['TOHO animation', 'Shogakukan'];None found, add some;None found, add some;Manga;['Adventure', 'Fantasy'];Unknown;None;N/A;N/A;#5179;13,890;66;;Shounen;[];The demon king has been defeated, and the victorious hero party returns home before disbanding. The four—mage Frieren, hero Himmel, priest Heiter, and warrior Eisen—reminisce about their decade-long journey as the moment to bid each other farewell arrives. But the passing of time is different for elves, thus Frieren witnesses her companions slowly pass away one by one.  Before his death, Heiter manages to foist a young human apprentice called Fern onto Frieren. Driven by the elf's passion for collecting a myriad of magic spells, the pair embarks on a seemingly aimless journey, revisiting the places that the heroes of yore had visited. Along their travels, Frieren slowly confronts her regrets of missed opportunities to form deeper bonds with her now-deceased comrades.  [Written by MAL Rewrite];?;Unknown;;;
27;Shadow Skill: Eigi;https://myanimelist.net/anime/678/Shadow_Skill__Eigi;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Shadow Skill (1998),;影技 SHADOW SKILL;TV;26;Finished Airing;Jul 3, 1998 to Dec 25, 1998;['Bandai Visual'];ADV Films, Manga Entertainment;Studio Deen;Manga;['Adventure', 'Drama', 'Fantasy'];25 min. per ep.;PG-13 - Teens 13 or older;7.08;#3725;#5182;13,848;64;['Martial Arts', 'Super Power'];Shounen;[];"In the land of Kuruda, warriors with magical powers and incredible fighting skills battle for the ultimate prize: the title of Sevaar, the strongest warrior in the land. Elle Ragu, nicknamed Shadow Skill, is the newest Sevaar to emerge, but that doesn't make her life any easier. Teaching her ""little brother,"" Gau, how to be a warrior, fending off assassins from other kingdoms and thwarting enemy invasions is hard enough, but her biggest challenge will be paying off her drinking debts.  (Source: ANN)";Summer 1998;Fridays at 01:15 (JST);;;
28;Kaleido Star: Aratanaru Tsubasa - Extra Stage;https://myanimelist.net/anime/428/Kaleido_Star__Aratanaru_Tsubasa_-_Extra_Stage;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Kaleido Star: New Wings - The Amazing Princess Without a Smile;カレイドスター ～新たなる翼～ EXTRA STAGE;OVA;1;Finished Airing;Sep 24, 2004;['Hal Film Maker'];ADV Films, Funimation;Gonzo;Original;['Adventure', 'Comedy', 'Drama'];24 min.;PG - Children;7.47;#1825;#5190;13,802;12;;;['Crunchyroll'];Sora Naegino has finally consolidated herself as Kaleido Stage's greatest star ever, and a new star starts to shine as Rosetta Passel is selected to participate in the next attraction in a main role. But when things start to go wrong in the rehearsals, Rosetta starts to question her abillity to take the role, as her own capacity to remain in Kaleido Stage. Meanwhile, Fool also struggles with his demons from the past.;;;Performing Arts;;
29;Venus Senki;https://myanimelist.net/anime/544/Venus_Senki;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;ヴィナス戦記;Movie;1;Finished Airing;Mar 11, 1989;['Shochiku', 'Gakken', 'Bandai'];Central Park Media, Sentai Filmworks, Discotek Media;Triangle Staff;Manga;['Action', 'Adventure', 'Sci-Fi'];1 hr. 43 min.;PG-13 - Teens 13 or older;6.78;#5086;#5194;13,796;49;;;[];In the 21st century, mankind lives on two worlds. Following the collision of an ice asteroid, massive terraforming has made Venus a planet now capable of supporting life. Colonists from Earth tamed the hostile world and have thrived for four generations. But they also brought the darker side of humanity. Venus is about to get hostile again.  Hiro Seno, a hotshot motorcycle jockey, witnesses the first strike against his country Aphrodia, by the rival nation of Ishtar. Huge battletanks and warplanes quickly lay waste to the city. The Aphrodian army is quick to mobilize and retaliate... and despite his opposition to warfare, Hiro finds himself fighting for his life on the front lines.  (Source: AnimeNfo);;;Space;;
30;Kaitou Joker;https://myanimelist.net/anime/24909/Kaitou_Joker;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Mysterious Joker;怪盗ジョーカー;TV;13;Finished Airing;Oct 6, 2014 to Jan 5, 2015;['Asatsu DK', 'Tokyo MX'];None found, add some;Shin-Ei Animation;Manga;['Adventure', 'Comedy', 'Mystery'];24 min. per ep.;G - All Ages;6.93;#4374;#5195;13,795;113;;Kids;[];"Under the veil of the shining night, the mysterious phantom thief Joker performs daring heists on one valuable treasure to the next. Although often backed into a corner by persistent police investigator Dokusaburou Oniyama, the self-proclaimed ""Miracle Maker"" uses his arsenal of flashy tricks to escape, straddling the line between science and magic.  In the middle of a heist to steal the ""Dragon Gem"" from the mansion of a haughty multimillionaire, Joker meets Hachi, a clumsy but earnest ninja. Hachi is after the same treasure but idolizes Joker, who in return merely sees him as a nuisance. Still, the two are able to work together to perform a successful heist. Seeing Hachi's wit and courage, as well as his convenient ability to perform housework, Joker reluctantly accepts him as a disciple.  As they set off with their eyes set on the next prize, Joker and Hachi butt heads with other phantom thieves. Facing both old friends and new foes alike, Joker competes to become the best ""magician"" of the shining night.  [Written by MAL Rewrite]";Fall 2014;Mondays at 19:00 (JST);;;
31;Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation;https://myanimelist.net/anime/2515/Detective_Conan_OVA_05__The_Target_is_Kogoro_The_Detective_Boys_Secret_Investigation;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Meitantei Conan: Hyouteki wa Kogoro! Shounen Tanteidan Maruchichousa;名探偵コナン 標的は小五郎!!少年探偵団マル秘調査;OVA;1;Finished Airing;2005;['None found', 'add some'];None found, add some;TMS Entertainment;Manga;['Adventure', 'Comedy', 'Mystery'];23 min.;PG-13 - Teens 13 or older;7.23;#2911;#5200;13,774;4;;Shounen;[];Conan Edogawa and his classmates are assigned to do a class report about a small business of their choice. After discarding other possible topics, the Detective Boys concludes that it's a perfect opportunity to find out more about Detective Kogorou Mouri's job.  Conan's friends refuse to settle for a simple interview though, as they want to experience first-hand all the details of his work. Thus, they, along with a reluctant Conan and Ai Haibara, decide to tail the renowned detective for a day. However, the kids soon get involved in a grim situation when Kogorou's current case takes an unexpected and dangerous turn.  [Written by MAL Rewrite];;;Detective;;
