;title;link;preliminary
710;Swamp Stamp Anime Edition;https://myanimelist.net/anime/35726/Swamp_Stamp_Anime_Edition;off
1424;Kokoro Yohou;https://myanimelist.net/anime/41195/Kokoro_Yohou;off
709;Angelium;https://myanimelist.net/anime/2436/Angelium;off
262;Mahou Shoujo Site Recaps;https://myanimelist.net/anime/38104/Mahou_Shoujo_Site_Recaps;off
2989;Doraemon: 2112-nen Doraemon Tanjou;https://myanimelist.net/anime/2648/Doraemon__2112-nen_Doraemon_Tanjou;off
2990;Da Li Si Rizhi;https://myanimelist.net/anime/38742/Da_Li_Si_Rizhi;off
2581;Mo Ri Shu Guang;https://myanimelist.net/anime/37291/Mo_Ri_Shu_Guang;off
2991;Shark'd;https://myanimelist.net/anime/53074/Sharkd;off
711;Yuutousei Ayaka no Uraomote;https://myanimelist.net/anime/41396/Yuutousei_Ayaka_no_Uraomote;off
1931;Senya Ichiya Monogatari;https://myanimelist.net/anime/3038/Senya_Ichiya_Monogatari;off
2992;Fairy Tail x Mameshiba;https://myanimelist.net/anime/39721/Fairy_Tail_x_Mameshiba;off
2993;Honoo no Toukyuuji: Dodge Danpei;https://myanimelist.net/anime/2228/Honoo_no_Toukyuuji__Dodge_Danpei;off
2996;Luo Xiao Hei Zhan Ji;https://myanimelist.net/anime/33443/Luo_Xiao_Hei_Zhan_Ji;off
2994;Chibi Maruko-chan (1995);https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995;on
1932;Kimi ni Maji Kyun!;https://myanimelist.net/anime/32202/Kimi_ni_Maji_Kyun;off
340;Captain Tsubasa: Ayaushi! Zen Nihon Jr.;https://myanimelist.net/anime/2119/Captain_Tsubasa__Ayaushi_Zen_Nihon_Jr;off
54;Noisy Birth;https://myanimelist.net/anime/5158/Noisy_Birth;off
2998;Yoshinaga-sanchi no Gargoyle;https://myanimelist.net/anime/965/Yoshinaga-sanchi_no_Gargoyle;off
1934;Dragon Collection;https://myanimelist.net/anime/22733/Dragon_Collection;off
2999;Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials;https://myanimelist.net/anime/28603/Shakugan_no_Shana__Friagne___Marianne_no_Naze_Nani_Shana_Nandemo_Shitsumonbako_Specials;off
1464;Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou;https://myanimelist.net/anime/49402/Koukaku_Kidoutai__SAC_2045_-_Jizoku_Kanou_Sensou;off
712;Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai;https://myanimelist.net/anime/7583/Valkyrie_Choukyou_Semen_Tank_no_Ikusa_Otome_10-nin_Shimai;off
2586;Fuyu no Semi Special;https://myanimelist.net/anime/10048/Fuyu_no_Semi_Special;off
713;Otome*Domain The Animation;https://myanimelist.net/anime/35827/OtomeDomain_The_Animation;off
341;Captain Tsubasa: Sekai Daikessen!! Jr. World Cup;https://myanimelist.net/anime/2121/Captain_Tsubasa__Sekai_Daikessen_Jr_World_Cup;off
1539;Mudai;https://myanimelist.net/anime/30771/Mudai;off
1522;Anime 80-nichikan Sekai Isshuu;https://myanimelist.net/anime/2579/Anime_80-nichikan_Sekai_Isshuu;off
3001;Hagane Orchestra;https://myanimelist.net/anime/34013/Hagane_Orchestra;off
714;Oppai Infinity∞! The Animation;https://myanimelist.net/anime/21059/Oppai_Infinity%E2%88%9E_The_Animation;off
3002;Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken;https://myanimelist.net/anime/33672/Doraemon_Movie_37__Nobita_no_Nankyoku_Kachikochi_Daibouken;off
1937;Jewelpet Sunshine;https://myanimelist.net/anime/10359/Jewelpet_Sunshine;off
1938;Koihime;https://myanimelist.net/anime/2441/Koihime;off
3003;Gakuen Handsome The Animation;https://myanimelist.net/anime/30531/Gakuen_Handsome_The_Animation;off
582;Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue;https://myanimelist.net/anime/12433/Kyokugen_Dasshutsu_Adv__Zennin_Shibou_desu_Prologue;off
716;Shintaisou: Shin;https://myanimelist.net/anime/1632/Shintaisou__Shin;off
595;Aikatsu Friends!: Kagayaki no Jewel;https://myanimelist.net/anime/39078/Aikatsu_Friends__Kagayaki_no_Jewel;off
1940;Baja no Studio;https://myanimelist.net/anime/35965/Baja_no_Studio;off
717;Donburi Kazoku;https://myanimelist.net/anime/3422/Donburi_Kazoku;off
718;Ikenai Koto The Animation;https://myanimelist.net/anime/28517/Ikenai_Koto_The_Animation;off
3004;Hiatari Ryoukou!;https://myanimelist.net/anime/729/Hiatari_Ryoukou;off
719;Shikoyaka Naru Toki mo Hameru Toki mo;https://myanimelist.net/anime/42848/Shikoyaka_Naru_Toki_mo_Hameru_Toki_mo;off
1465;Sol Bianca: Taiyou no Fune;https://myanimelist.net/anime/1444/Sol_Bianca__Taiyou_no_Fune;off
1466;Kidou Senshi Gundam AGE: Memory of Eden;https://myanimelist.net/anime/17655/Kidou_Senshi_Gundam_AGE__Memory_of_Eden;off
1540;Miracle☆Girls;https://myanimelist.net/anime/2834/Miracle%E2%98%86Girls;off
3006;Detective Conan: Conan vs. Kid - Jet Black Sniper;https://myanimelist.net/anime/9786/Detective_Conan__Conan_vs_Kid_-_Jet_Black_Sniper;off
1467;Transformers: Car Robots;https://myanimelist.net/anime/2284/Transformers__Car_Robots;off
720;Lovely Day: Boku to Kanojo no Nana Nichikan;https://myanimelist.net/anime/13559/Lovely_Day__Boku_to_Kanojo_no_Nana_Nichikan;off
1469;Boku no Marie;https://myanimelist.net/anime/1701/Boku_no_Marie;off
1468;eX-Driver the Movie;https://myanimelist.net/anime/378/eX-Driver_the_Movie;off
1530;Tottoko Hamtarou Hai!;https://myanimelist.net/anime/13679/Tottoko_Hamtarou_Hai;off
1941;Dia Horizon (Kabu);https://myanimelist.net/anime/35999/Dia_Horizon_Kabu;off
1470;s.CRY.ed Alteration I: Tao;https://myanimelist.net/anime/10592/sCRYed_Alteration_I__Tao;off
647;Variable Geo;https://myanimelist.net/anime/1183/Variable_Geo;off
3009;Kaitou Joker 3rd Season;https://myanimelist.net/anime/31670/Kaitou_Joker_3rd_Season;off
3010;Kusatta Kyoushi no Houteishiki;https://myanimelist.net/anime/1909/Kusatta_Kyoushi_no_Houteishiki;off
3011;Taiho Shichau zo in America;https://myanimelist.net/anime/2010/Taiho_Shichau_zo_in_America;off
723;Nozoki Kanojo;https://myanimelist.net/anime/40471/Nozoki_Kanojo;off
1942;One Piece: Densetsu no Log! Akagami no Shanks!;https://myanimelist.net/anime/52921/One_Piece__Densetsu_no_Log_Akagami_no_Shanks;off
724;"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""";https://myanimelist.net/anime/16187/Marriage_Blue__Konyakusha_ga_Iru_no_ni_Doushite_Konna_Otoko_ni;off
722;Kimi no Na wo Yobeba;https://myanimelist.net/anime/5643/Kimi_no_Na_wo_Yobeba;off
721;Blood Royale;https://myanimelist.net/anime/1386/Blood_Royale;off
725;Soshite Watashi wa Ojisan ni...;https://myanimelist.net/anime/39794/Soshite_Watashi_wa_Ojisan_ni;off
999;Kashou no Tsuki: Aki Kyougen;https://myanimelist.net/anime/1036/Kashou_no_Tsuki__Aki_Kyougen;off
3012;Yurumates 3D Plus;https://myanimelist.net/anime/14693/Yurumates_3D_Plus;off
726;Maid-san to Boin Damashii;https://myanimelist.net/anime/30770/Maid-san_to_Boin_Damashii;off
597;Toki wa Meguru: Tokyo Station;https://myanimelist.net/anime/23439/Toki_wa_Meguru__Tokyo_Station;off
3014;Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season;https://myanimelist.net/anime/36196/Kaijuu_Girls__Ultra_Kaijuu_Gijinka_Keikaku_2nd_Season;off
3015;Laidbackers;https://myanimelist.net/anime/38558/Laidbackers;off
3016;Ketsuekigata-kun! 2;https://myanimelist.net/anime/28207/Ketsuekigata-kun_2;off
1471;Crayon Shin-chan Movie 03: Unkokusai no Yabou;https://myanimelist.net/anime/6217/Crayon_Shin-chan_Movie_03__Unkokusai_no_Yabou;off
3019;BanG Dream! Garupa☆Pico Fever!;https://myanimelist.net/anime/49123/BanG_Dream_Garupa%E2%98%86Pico_Fever;off
3017;Dengeki Bunko 2007 Movie Festival Special;https://myanimelist.net/anime/6628/Dengeki_Bunko_2007_Movie_Festival_Special;off
1472;Soukou Kihei Votoms: Pailsen Files;https://myanimelist.net/anime/3256/Soukou_Kihei_Votoms__Pailsen_Files;off
3018;Time Bokan Series: Yatterman;https://myanimelist.net/anime/3008/Time_Bokan_Series__Yatterman;off
1945;Long Zhi Gu: Poxiao Qibing;https://myanimelist.net/anime/27825/Long_Zhi_Gu__Poxiao_Qibing;off
1946;Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special;https://myanimelist.net/anime/16576/Yu%E2%98%86Gi%E2%98%86Oh_Zexal_Second__Midokoro_Tenkomori_Special;off
3020;Atashin'chi;https://myanimelist.net/anime/3006/Atashinchi;off
727;Tinderbox;https://myanimelist.net/anime/38032/Tinderbox;off
1536;Sekai no Owari ni Shiba Inu to;https://myanimelist.net/anime/52020/Sekai_no_Owari_ni_Shiba_Inu_to;off
728;Hajimete no Orusuban;https://myanimelist.net/anime/41793/Hajimete_no_Orusuban;off
1947;Ribbon no Kishi;https://myanimelist.net/anime/3024/Ribbon_no_Kishi;off
3022;Taiho Shichau zo: Nagisa no Koutsuu Yuudou;https://myanimelist.net/anime/4162/Taiho_Shichau_zo__Nagisa_no_Koutsuu_Yuudou;off
3023;Huyao Xiao Hongniang: Zhu Ye;https://myanimelist.net/anime/38533/Huyao_Xiao_Hongniang__Zhu_Ye;off
1473;Urusei Yatsura: Haru da, Tobidase!;https://myanimelist.net/anime/1481/Urusei_Yatsura__Haru_da_Tobidase;off
1543;Sakura Internet;https://myanimelist.net/anime/34818/Sakura_Internet;off
3025;91 Daze;https://myanimelist.net/anime/36756/91_Daze;off
729;Boku to Sensei to Tomodachi no Mama;https://myanimelist.net/anime/39803/Boku_to_Sensei_to_Tomodachi_no_Mama;off
730;Injutsu no Yakata The Animation;https://myanimelist.net/anime/24849/Injutsu_no_Yakata_The_Animation;off
587;Gyakuten Saiban 6 Prologue;https://myanimelist.net/anime/32946/Gyakuten_Saiban_6_Prologue;off
1949;Santa Company;https://myanimelist.net/anime/16381/Santa_Company;off
1474;Dirty Pair no Ooshoubu: Nolandia no Nazo;https://myanimelist.net/anime/1794/Dirty_Pair_no_Ooshoubu__Nolandia_no_Nazo;off
161;Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen;https://myanimelist.net/anime/3744/Crayon_Shin-chan_Movie_10__Arashi_wo_Yobu_Appare_Sengoku_Daikassen;off
3026;Rang Wo Men Shao Ba;https://myanimelist.net/anime/37736/Rang_Wo_Men_Shao_Ba;off
1475;Gravity Daze The Animation: Ouverture;https://myanimelist.net/anime/33697/Gravity_Daze_The_Animation__Ouverture;off
731;Daishikkin Helena;https://myanimelist.net/anime/3250/Daishikkin_Helena;off
3028;Cinderella Girls Gekijou: Kayou Cinderella Theater;https://myanimelist.net/anime/35346/Cinderella_Girls_Gekijou__Kayou_Cinderella_Theater;off
1476;Onegai☆Teacher: Reminiscence Disc;https://myanimelist.net/anime/14685/Onegai%E2%98%86Teacher__Reminiscence_Disc;off
3029;Pokemon (2019): Harukanaru Aoi Sora;https://myanimelist.net/anime/53873/Pokemon_2019__Harukanaru_Aoi_Sora;off
3030;Lupin III: Touhou Kenbunroku - Another Page;https://myanimelist.net/anime/15783/Lupin_III__Touhou_Kenbunroku_-_Another_Page;off
1951;B-Legend! Battle B-Daman Fire Spirits!;https://myanimelist.net/anime/4667/B-Legend_Battle_B-Daman_Fire_Spirits;off
3031;Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!;https://myanimelist.net/anime/14935/Pokemon__Utae_Meloetta_-_Rinka_no_Mi_wo_Sagase;off
1438;True Love Story;https://myanimelist.net/anime/748/True_Love_Story;off
732;Daraku: Onna Kyoushi Hakai;https://myanimelist.net/anime/3578/Daraku__Onna_Kyoushi_Hakai;off
2605;Koukaku Kidoutai Arise [.jp];https://myanimelist.net/anime/29255/Koukaku_Kidoutai_Arise_jp;off
3032;Usavich II;https://myanimelist.net/anime/3738/Usavich_II;off
1477;Kidou Senshi Gundam ZZ: Gundam Frag.;https://myanimelist.net/anime/9708/Kidou_Senshi_Gundam_ZZ__Gundam_Frag;off
733;Toriko no Chigiri;https://myanimelist.net/anime/18695/Toriko_no_Chigiri;off
343;Ashita no Joe Pilots;https://myanimelist.net/anime/19973/Ashita_no_Joe_Pilots;off
3034;Sore ga Seiyuu!: Petit Uchiage;https://myanimelist.net/anime/32993/Sore_ga_Seiyuu__Petit_Uchiage;off
1546;Anime Sanjuushi;https://myanimelist.net/anime/2333/Anime_Sanjuushi;off
3033;Kesshouban: Eigakan e Iku;https://myanimelist.net/anime/42593/Kesshouban__Eigakan_e_Iku;off
734;Enbi;https://myanimelist.net/anime/23519/Enbi;off
1478;Donyatsu;https://myanimelist.net/anime/18755/Donyatsu;off
1547;B'T X Neo;https://myanimelist.net/anime/1736/BT_X_Neo;off
735;Hishoka Drop The Animation;https://myanimelist.net/anime/13217/Hishoka_Drop_The_Animation;off
736;Seifuku Shojo The Animation;https://myanimelist.net/anime/2861/Seifuku_Shojo_The_Animation;off
1955;Tales of Luminaria: The Fateful Crossroad;https://myanimelist.net/anime/49942/Tales_of_Luminaria__The_Fateful_Crossroad;off
3036;Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess;https://myanimelist.net/anime/12499/Crayon_Shin-chan_Movie_20__Arashi_wo_Yobu_Ora_to_Uchuu_no_Princess;off
3040;"""Eiyuu"" Kaitai";https://myanimelist.net/anime/33363/Eiyuu_Kaitai;off
737;Himekishi Angelica;https://myanimelist.net/anime/5686/Himekishi_Angelica;off
3037;Okane ga Nai Specials;https://myanimelist.net/anime/30262/Okane_ga_Nai_Specials;off
1479;Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear;https://myanimelist.net/anime/36692/Senki_Zesshou_Symphogear_AXZ__Senki_Zesshou_Shinai_Symphogear;off
3039;Yuuki Yuuna wa Yuushabu Shozoku;https://myanimelist.net/anime/34394/Yuuki_Yuuna_wa_Yuushabu_Shozoku;off
1548;Tsurikichi Sanpei;https://myanimelist.net/anime/3137/Tsurikichi_Sanpei;off
738;Cosplay Roshutsu Kenkyuukai;https://myanimelist.net/anime/10327/Cosplay_Roshutsu_Kenkyuukai;off
1480;Carole & Tuesday: Gus to Roddy no Kaisouroku;https://myanimelist.net/anime/39999/Carole___Tuesday__Gus_to_Roddy_no_Kaisouroku;off
1957;Shion;https://myanimelist.net/anime/4127/Shion;off
739;Akebi no Hana: Maho;https://myanimelist.net/anime/10552/Akebi_no_Hana__Maho;off
3041;Rokumon Tengai Mon Colle Knights;https://myanimelist.net/anime/4962/Rokumon_Tengai_Mon_Colle_Knights;off
1481;Ring of Gundam;https://myanimelist.net/anime/7060/Ring_of_Gundam;off
3042;Kyoukasho ni Nai!;https://myanimelist.net/anime/1271/Kyoukasho_ni_Nai;off
1959;Bright: Samurai Soul;https://myanimelist.net/anime/49165/Bright__Samurai_Soul;off
3043;Mahou no Star Magical Emi;https://myanimelist.net/anime/2038/Mahou_no_Star_Magical_Emi;off
1482;Kiddy Grade: Ignition;https://myanimelist.net/anime/2176/Kiddy_Grade__Ignition;off
742;Sansha Mendan: Rensa Suru Chijoku Choukyou no Gakuen;https://myanimelist.net/anime/38975/Sansha_Mendan__Rensa_Suru_Chijoku_Choukyou_no_Gakuen;off
741;Anette-san to Liliana-san The Animation;https://myanimelist.net/anime/48880/Anette-san_to_Liliana-san_The_Animation;off
3044;Doraemon Movie 08: Nobita to Ryuu no Kishi;https://myanimelist.net/anime/2657/Doraemon_Movie_08__Nobita_to_Ryuu_no_Kishi;off
1483;Moonlight Mile 2nd Season: Touch Down;https://myanimelist.net/anime/2929/Moonlight_Mile_2nd_Season__Touch_Down;off
3045;Kakutou Ryouri Densetsu Bistro Recipe;https://myanimelist.net/anime/2287/Kakutou_Ryouri_Densetsu_Bistro_Recipe;off
3046;Utawarerumono: Itsuwari no Kamen Specials;https://myanimelist.net/anime/33208/Utawarerumono__Itsuwari_no_Kamen_Specials;off
1962;Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!;https://myanimelist.net/anime/4124/Futari_wa_Precure__Splash%E2%98%86Star_Movie_-_Tick_Tack_Kiki_Ippatsu;off
3048;Lupin III: Lupin wa Ima mo Moete Iru ka?;https://myanimelist.net/anime/36967/Lupin_III__Lupin_wa_Ima_mo_Moete_Iru_ka;off
3047;Animegatari;https://myanimelist.net/anime/30617/Animegatari;off
1964;Fanren Xiu Xian Chuan;https://myanimelist.net/anime/41219/Fanren_Xiu_Xian_Chuan;off
743;Hotaruko;https://myanimelist.net/anime/2371/Hotaruko;off
3049;Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime;https://myanimelist.net/anime/48615/Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu_%CE%A9_Mini_Anime;off
1965;Monster Strike Anime: Kieyuku Uchuu-hen;https://myanimelist.net/anime/36246/Monster_Strike_Anime__Kieyuku_Uchuu-hen;off
744;Ero Konbini Tenchou;https://myanimelist.net/anime/39365/Ero_Konbini_Tenchou;off
606;Tabisuru Nuigurumi: Traveling Daru;https://myanimelist.net/anime/15077/Tabisuru_Nuigurumi__Traveling_Daru;off
1966;Blue Archive;https://myanimelist.net/anime/48824/Blue_Archive;on
1967;A Piece of Phantasmagoria;https://myanimelist.net/anime/6094/A_Piece_of_Phantasmagoria;off
745;Dark Shell: Ori no Naka no Namameki;https://myanimelist.net/anime/3107/Dark_Shell__Ori_no_Naka_no_Namameki;off
1552;Black Jack: Futari no Kuroi Isha;https://myanimelist.net/anime/1983/Black_Jack__Futari_no_Kuroi_Isha;off
162;Airy Me;https://myanimelist.net/anime/21861/Airy_Me;off
3050;Makai Senki Disgaea: Welcome to Netherworld;https://myanimelist.net/anime/6741/Makai_Senki_Disgaea__Welcome_to_Netherworld;off
1484;Turn A Gundam I Movie: Earth Light;https://myanimelist.net/anime/3963/Turn_A_Gundam_I_Movie__Earth_Light;off
746;Kutsujoku 2 The Animation;https://myanimelist.net/anime/41512/Kutsujoku_2_The_Animation;off
3051;To Heart 2 Adnext;https://myanimelist.net/anime/9005/To_Heart_2_Adnext;off
1486;Ling Long: Incarnation;https://myanimelist.net/anime/39675/Ling_Long__Incarnation;off
1969;Saiunkoku Monogatari Recaps;https://myanimelist.net/anime/2193/Saiunkoku_Monogatari_Recaps;off
1485;Hanoka;https://myanimelist.net/anime/1812/Hanoka;off
747;Sex Friend Osananajimi: Shojo to Doutei wa Hazukashii tte Minna ga Iu kara - The Animation;https://myanimelist.net/anime/41370/Sex_Friend_Osananajimi__Shojo_to_Doutei_wa_Hazukashii_tte_Minna_ga_Iu_kara_-_The_Animation;off
2618;Sanctuary;https://myanimelist.net/anime/2698/Sanctuary;off
607;Ensemble Stars!! Road to Show!!;https://myanimelist.net/anime/50414/Ensemble_Stars_Road_to_Show;off
345;Tribe Cool Crew;https://myanimelist.net/anime/26453/Tribe_Cool_Crew;off
608;Mitsuwano;https://myanimelist.net/anime/21649/Mitsuwano;off
2619;Danball Senki Wars;https://myanimelist.net/anime/17917/Danball_Senki_Wars;off
1487;Kyoukaisenjou no Horizon Special;https://myanimelist.net/anime/38046/Kyoukaisenjou_no_Horizon_Special;off
56;Bacterial Contamination;https://myanimelist.net/anime/20855/Bacterial_Contamination;off
1488;Muteki Choujin Zanbot 3;https://myanimelist.net/anime/2200/Muteki_Choujin_Zanbot_3;off
1489;Kiddy GiRL-AND Pilot;https://myanimelist.net/anime/5859/Kiddy_GiRL-AND_Pilot;off
748;Injuu Gakuen La☆Blue Girl: Fukkatsu-hen;https://myanimelist.net/anime/1273/Injuu_Gakuen_La%E2%98%86Blue_Girl__Fukkatsu-hen;off
3052;Watashitachi, Luck Logic-bu!;https://myanimelist.net/anime/32084/Watashitachi_Luck_Logic-bu;off
749;Rikujoubu Joshi wa Ore no Nama Onaho!!! The Animation;https://myanimelist.net/anime/44211/Rikujoubu_Joshi_wa_Ore_no_Nama_Onaho_The_Animation;off
751;Hitozuma, Mitsu to Niku;https://myanimelist.net/anime/40398/Hitozuma_Mitsu_to_Niku;off
1490;God Eater Reso Nantoka Gekijou;https://myanimelist.net/anime/37265/God_Eater_Reso_Nantoka_Gekijou;off
750;Haitoku no Kyoukai;https://myanimelist.net/anime/44194/Haitoku_no_Kyoukai;off
346;Ashita no Joe 2 (Movie);https://myanimelist.net/anime/2922/Ashita_no_Joe_2_Movie;off
3053;Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials;https://myanimelist.net/anime/16508/Ebiten__Kouritsu_Ebisugawa_Koukou_Tenmonbu_Specials;off
2623;Dark Cat;https://myanimelist.net/anime/4531/Dark_Cat;off
1446;Otome wa Boku ni Koishiteru: Trinkle Stars The Animation;https://myanimelist.net/anime/49518/Otome_wa_Boku_ni_Koishiteru__Trinkle_Stars_The_Animation;off
268;Karadasagashi;https://myanimelist.net/anime/35480/Karadasagashi;off
1973;Aragne no Mushikago;https://myanimelist.net/anime/34974/Aragne_no_Mushikago;off
3054;Inferno Cop Specials;https://myanimelist.net/anime/31035/Inferno_Cop_Specials;off
1491;Gaiking: Legend of Daiku-Maryu;https://myanimelist.net/anime/1845/Gaiking__Legend_of_Daiku-Maryu;off
3055;Pugyuru;https://myanimelist.net/anime/786/Pugyuru;off
752;Tsuma Netori: Ryoujoku Rinne;https://myanimelist.net/anime/37287/Tsuma_Netori__Ryoujoku_Rinne;off
1004;Vatican Kiseki Chousakan: Majo no Soup;https://myanimelist.net/anime/35231/Vatican_Kiseki_Chousakan__Majo_no_Soup;off
2626;Shounen Sunday CM: Imawa no Kuni no Alice;https://myanimelist.net/anime/32548/Shounen_Sunday_CM__Imawa_no_Kuni_no_Alice;off
754;Shiiba-san no Ura no Kao. with Imouto Lip;https://myanimelist.net/anime/21393/Shiiba-san_no_Ura_no_Kao_with_Imouto_Lip;off
3056;Wooser no Sono Higurashi: Mugen-hen;https://myanimelist.net/anime/29017/Wooser_no_Sono_Higurashi__Mugen-hen;off
753;Aisei Tenshi Love Mary: Akusei Jutai - The Animation;https://myanimelist.net/anime/40801/Aisei_Tenshi_Love_Mary__Akusei_Jutai_-_The_Animation;off
1978;Ikusa Otome Valkyrie G;https://myanimelist.net/anime/14047/Ikusa_Otome_Valkyrie_G;off
1977;Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya;https://myanimelist.net/anime/22295/Juuza_Engi__Engetsu_Sangokuden_-_Gaiden_Youzhou_Genya;off
3057;Doraemon Movie 35: Nobita no Space Heroes;https://myanimelist.net/anime/25383/Doraemon_Movie_35__Nobita_no_Space_Heroes;off
1979;Wushen Zhuzai;https://myanimelist.net/anime/41409/Wushen_Zhuzai;on
755;Inmou;https://myanimelist.net/anime/40922/Inmou;off
1492;D.I.C.E.;https://myanimelist.net/anime/2285/DICE;off
610;Ikoku Meiro no Croisée: Yune & Alice;https://myanimelist.net/anime/10832/Ikoku_Meiro_no_Crois%C3%A9e__Yune___Alice;off
757;Zutto Suki Datta;https://myanimelist.net/anime/34895/Zutto_Suki_Datta;off
3058;MapleStory;https://myanimelist.net/anime/2719/MapleStory;off
3060;Kuruneko;https://myanimelist.net/anime/6604/Kuruneko;off
1561;Guomin Laogong Dai Huijia 3rd Season;https://myanimelist.net/anime/37181/Guomin_Laogong_Dai_Huijia_3rd_Season;off
758;Pigeon Blood;https://myanimelist.net/anime/2351/Pigeon_Blood;off
270;Make My Day;https://myanimelist.net/anime/49164/Make_My_Day;off
759;White Blue;https://myanimelist.net/anime/42757/White_Blue;off
348;Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials;https://myanimelist.net/anime/13073/Tennis_no_Ouji-sama__Another_Story_II_-_Ano_Toki_no_Bokura_Specials;off
1493;Extra;https://myanimelist.net/anime/3525/Extra;off
1562;Ai Monogatari: 9 Love Stories;https://myanimelist.net/anime/2387/Ai_Monogatari__9_Love_Stories;off
347;Captain Tsubasa: Asu ni Mukatte Hashire!;https://myanimelist.net/anime/2120/Captain_Tsubasa__Asu_ni_Mukatte_Hashire;off
760;Grope: Yami no naka no Kotori-tachi;https://myanimelist.net/anime/4732/Grope__Yami_no_naka_no_Kotori-tachi;off
1494;Tenkai Knights;https://myanimelist.net/anime/23067/Tenkai_Knights;off
1006;Zekkyou Gakkyuu;https://myanimelist.net/anime/15891/Zekkyou_Gakkyuu;off
3062;GA: Geijutsuka Art Design Class: Aozora ga Kakitai;https://myanimelist.net/anime/6959/GA__Geijutsuka_Art_Design_Class__Aozora_ga_Kakitai;off
761;Ma ga Ochiru Yoru;https://myanimelist.net/anime/2394/Ma_ga_Ochiru_Yoru;off
1560;Jumping;https://myanimelist.net/anime/2211/Jumping;off
762;Implicity;https://myanimelist.net/anime/35891/Implicity;off
613;Kyoto Animation: Hana-hen;https://myanimelist.net/anime/13373/Kyoto_Animation__Hana-hen;off
349;Captain Tsubasa: Saikyou no Teki! Holland Youth;https://myanimelist.net/anime/2122/Captain_Tsubasa__Saikyou_no_Teki_Holland_Youth;off
1495;Doraemon Movie 09: Nobita no Parallel Saiyuuki;https://myanimelist.net/anime/2658/Doraemon_Movie_09__Nobita_no_Parallel_Saiyuuki;off
763;Cele Kano;https://myanimelist.net/anime/12955/Cele_Kano;off
764;Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara;https://myanimelist.net/anime/28519/Nosewasure__Onna_Kyoushi_Chuuzenji_Ayano_no_Inutsu_na_Kore_kara;off
3064;Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura;https://myanimelist.net/anime/10825/Ranma_%C2%BD__Battle_ga_Ippai_29-nin_no_Korinai_Yatsura;off
1451;Tsubasa to Hotaru (2016);https://myanimelist.net/anime/33247/Tsubasa_to_Hotaru_2016;off
3065;Time Bokan 24;https://myanimelist.net/anime/33026/Time_Bokan_24;off
1496;Iron Kid;https://myanimelist.net/anime/20945/Iron_Kid;off
1563;Bihada Ichizoku;https://myanimelist.net/anime/4908/Bihada_Ichizoku;off
3066;Shiguang Dailiren Special: Xiaoyao Sanren de Weituo;https://myanimelist.net/anime/49652/Shiguang_Dailiren_Special__Xiaoyao_Sanren_de_Weituo;off
1497;Peaceful Times (F02) Petit Film;https://myanimelist.net/anime/23023/Peaceful_Times_F02_Petit_Film;off
1564;Shiranpuri (Movie);https://myanimelist.net/anime/13175/Shiranpuri_Movie;off
3067;Tokimeki Memorial: Only Love Specials;https://myanimelist.net/anime/3686/Tokimeki_Memorial__Only_Love_Specials;off
3068;Gundam Build Fighters Specials;https://myanimelist.net/anime/27907/Gundam_Build_Fighters_Specials;off
1565;Mizuiro Jidai;https://myanimelist.net/anime/1040/Mizuiro_Jidai;off
3069;Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?;https://myanimelist.net/anime/6527/Fresh_Precure_Movie__Omocha_no_Kuni_wa_Himitsu_ga_Ippai;off
1498;SSSS.Gridman Movie;https://myanimelist.net/anime/53850/SSSSGridman_Movie;off
2635;Mazinkaiser: Shitou! Ankoku Dai Shogun;https://myanimelist.net/anime/2734/Mazinkaiser__Shitou_Ankoku_Dai_Shogun;off
616;Tenki no Ko CMs;https://myanimelist.net/anime/40034/Tenki_no_Ko_CMs;off
3070;Xiao Mo Tou Baolu La!;https://myanimelist.net/anime/50411/Xiao_Mo_Tou_Baolu_La;off
